agent_x,agent_y,pipe_gap,timestep_count
70,392,181,2665
97,230,103,4039
96,105,29,8803
92,216,44,1185
1,367,93,4111
97,94,114,1435
45,203,226,7421
47,163,61,8478
105,49,95,9010
101,80,223,1456
103,247,112,6674
10,102,250,9758
9,203,30,386
29,147,255,2315
64,370,106,6391
102,275,228,7022
61,150,55,6794
68,73,108,9248
21,271,160,596
88,41,104,7250
22,8,61,9145
49,121,201,7151
71,296,227,7549
46,25,98,5561
62,384,126,7991
69,137,246,6293
27,168,242,9614
9,220,247,4306
97,382,157,5798
101,236,105,590
95,317,22,7777
91,201,204,9329
68,318,23,9511
66,252,67,417
44,134,135,6387
33,182,178,9645
87,315,77,4275
79,310,149,4107
54,109,23,8291
87,49,112,1239
79,344,36,2126
59,357,48,2569
34,78,232,3966
89,227,211,2548
24,244,213,6167
103,65,99,5790
52,142,245,7654
1,215,244,2057
44,276,254,8982
102,243,173,452
106,143,73,5444
72,386,179,2152
18,219,227,6098
100,343,97,7070
100,162,157,7392
16,99,164,928
12,45,217,9476
86,143,187,7943
50,217,23,6972
76,83,41,5838
113,347,206,6414
95,72,247,1758
65,43,202,3849
28,249,81,8280
1,332,22,241
23,302,223,231
95,220,218,6512
25,223,154,4847
24,226,27,9598
94,125,184,8524
25,197,163,3116
2,333,188,1065
104,313,151,2644
34,156,68,8739
27,332,207,9513
60,70,54,1122
26,196,186,2618
69,16,73,9861
89,197,79,7487
67,274,85,5355
30,66,73,4994
65,363,75,4146
104,189,76,292
23,76,232,4572
82,360,29,4223
22,282,192,5331
71,346,216,5544
86,24,91,7202
17,5,22,5372
35,30,134,7650
27,214,227,2742
65,327,234,577
69,209,214,4549
1,195,160,5299
45,276,107,4733
9,283,245,8056
36,68,102,3343
48,357,114,7989
45,220,47,6278
40,101,98,5070
0,84,185,9703
24,11,177,2571
108,394,232,8204
20,178,209,9686
7,84,91,7206
41,109,199,2501
45,65,208,1842
8,267,64,6122
53,179,219,7296
90,224,180,9496
85,179,218,4149
39,331,202,9233
51,207,253,1761
76,307,169,8200
101,376,236,3739
62,330,102,4540
92,209,190,4266
58,244,238,4415
82,225,69,3206
32,139,37,200
91,283,240,4829
50,348,25,882
81,394,141,4686
15,371,248,6976
72,378,98,657
34,400,123,9375
66,338,71,7514
75,214,223,5003
73,126,241,1584
49,255,87,399
4,233,127,9566
42,157,130,7824
80,324,194,6090
87,66,180,9433
75,14,129,6406
70,319,113,5364
23,216,203,9082
81,294,220,4371
10,143,211,7801
5,78,26,1924
36,366,171,7324
24,205,52,1989
59,0,153,9675
90,104,120,4736
5,202,226,6624
80,354,106,8128
55,324,33,1720
96,261,224,4248
28,132,183,2906
51,235,165,1885
93,54,46,569
86,39,98,6531
55,318,152,5721
104,398,197,4453
97,232,131,4061
82,307,161,5414
6,388,132,7262
65,25,50,9919
40,68,92,671
47,296,68,400
42,274,73,2097
9,145,77,6028
89,116,139,6722
103,200,90,1295
110,126,200,3132
17,35,44,2507
44,183,224,9783
57,118,80,5252
65,129,213,7205
41,305,128,4030
102,118,148,8015
70,300,240,1967
26,350,252,2900
31,341,231,1039
110,35,21,2843
94,39,166,3412
11,212,152,184
86,3,106,4754
15,357,111,8912
5,234,81,5896
110,100,202,2352
17,325,96,8538
64,377,247,5093
64,149,103,1706
51,263,136,7465
104,75,234,5977
2,397,133,9371
4,40,211,7833
46,397,151,994
29,350,200,7260
32,268,74,2276
76,399,251,5822
75,340,205,7354
106,367,63,8707
45,290,158,6119
79,261,203,3360
19,389,156,7618
44,353,65,6001
74,310,39,8432
76,39,191,847
1,49,188,4189
93,101,48,2417
44,70,84,1364
13,361,37,6723
79,224,234,9876
22,41,74,4325
93,94,96,6553
87,225,160,8930
81,33,243,1961
76,30,34,3770
63,86,84,8776
4,225,126,6653
48,144,77,7374
73,74,126,5708
111,211,172,4100
13,211,139,5615
56,31,191,6980
109,194,216,1242
112,61,74,5157
44,330,144,1436
90,278,223,8368
18,295,88,7851
29,28,39,4019
82,127,171,6846
96,38,78,9723
99,351,182,4129
18,11,111,9637
7,58,47,5710
70,6,98,5600
45,188,109,2085
9,22,75,629
95,369,132,4432
96,240,40,7437
61,52,131,978
107,253,195,1237
5,380,192,5765
79,339,163,7324
23,274,159,1801
80,141,44,5933
103,143,163,8810
96,194,92,3570
28,117,231,8387
90,166,219,1254
78,144,52,3659
90,199,20,2479
94,169,166,2197
70,109,225,1874
16,142,63,3378
93,348,245,5819
8,160,42,7379
59,352,235,104
45,68,199,6074
31,324,33,6005
67,316,167,4759
7,387,23,174
23,179,138,5898
13,231,118,8305
91,319,111,1096
92,234,164,608
80,20,237,6502
31,265,59,9486
74,124,70,8563
80,141,221,6030
55,262,119,5775
107,397,101,575
80,291,119,6694
30,133,137,625
108,207,116,3558
2,394,114,7453
81,262,128,3502
86,64,177,788
96,370,79,2435
36,252,251,1874
29,48,130,4749
7,156,239,9700
64,172,75,2975
90,362,211,1582
99,276,83,1518
38,125,130,7441
32,300,205,5627
10,269,116,4139
107,54,198,7539
109,381,180,6288
91,164,101,3812
13,69,74,9141
73,59,34,4191
38,232,68,7081
30,266,26,3903
70,335,67,6271
11,146,97,3110
5,279,106,8447
81,201,149,3707
28,36,189,445
80,293,230,6026
93,372,197,4674
36,316,34,2715
41,128,242,4459
27,367,162,3302
3,296,151,6982
66,65,89,5076
15,237,138,8461
92,249,140,1118
103,205,59,9915
37,365,226,6993
27,310,180,2692
75,208,225,9797
70,311,127,7386
59,282,208,592
89,198,233,2376
26,199,122,2719
35,399,101,1975
25,261,108,685
68,153,60,3337
95,294,197,1506
90,210,67,4872
75,213,211,2043
20,262,64,8441
56,121,113,7763
43,285,226,9877
8,116,33,7704
1,341,211,2177
50,357,34,5216
93,134,212,7132
62,370,175,3460
90,21,65,2603
85,313,215,4364
84,281,155,5167
34,211,254,1877
104,3,204,6490
93,295,79,7827
20,118,134,8442
104,164,75,5589
50,79,178,938
85,113,73,4221
34,306,111,7959
68,121,90,9668
10,127,219,4405
93,282,172,6865
89,193,255,1353
95,60,56,2194
25,208,112,6090
32,334,70,8726
88,35,44,6760
110,40,176,9085
36,120,179,1715
66,69,90,3545
49,30,75,3010
22,73,50,3727
104,379,57,2301
54,304,136,2078
100,181,254,2600
39,224,107,2705
64,276,223,1820
27,122,74,1296
94,64,97,296
107,193,20,5402
60,98,162,6685
18,162,87,4072
87,100,205,2002
25,101,107,2010
79,82,252,5487
80,238,94,4308
13,370,111,7032
110,52,199,3888
76,234,147,7235
38,310,196,8979
90,265,219,4035
104,187,163,4271
37,118,226,1129
56,294,58,5528
33,182,123,7547
97,209,187,6399
63,378,137,7940
25,92,96,9464
51,148,211,3688
73,138,155,1103
76,309,136,3631
7,39,71,6116
76,49,191,5626
90,45,67,8489
6,333,22,5139
21,238,35,8423
111,382,147,2245
80,281,81,1803
32,116,98,4359
21,377,70,8618
16,80,108,1805
82,169,243,1256
103,133,210,869
83,188,48,8826
102,184,26,7466
27,133,65,9233
51,213,107,1453
82,249,165,9221
7,208,234,5792
64,251,162,3721
67,166,99,7785
98,112,249,3189
23,199,92,7454
57,61,249,877
20,48,197,4021
100,389,253,2961
31,175,223,2662
99,303,32,1701
15,387,183,8178
30,2,101,8218
113,345,39,8117
103,112,32,2796
101,198,108,407
74,58,25,9764
20,204,31,7281
71,61,125,334
56,399,154,4694
6,194,53,4926
12,136,200,747
81,316,213,7537
96,361,141,1815
15,90,33,8357
38,125,108,6328
28,215,203,6638
5,148,213,4299
6,160,246,3693
13,259,150,4647
53,65,82,8188
75,272,41,6475
59,144,189,7590
76,346,225,1104
59,143,78,6407
106,139,205,1598
43,43,106,3541
49,136,44,954
26,177,175,7840
107,58,83,4110
107,196,58,7187
5,157,22,7260
87,89,194,366
97,342,111,8675
10,317,66,7208
99,131,205,7410
16,353,94,2931
40,59,129,2820
22,350,220,3573
107,59,36,5359
22,145,92,2217
53,276,137,7519
33,232,23,9954
37,121,167,5532
21,193,209,702
87,252,158,3950
84,281,72,9353
27,49,179,5171
49,6,188,1633
86,256,125,9430
77,171,100,1765
28,105,70,1628
104,276,41,9323
6,81,249,6558
70,233,29,8724
25,218,255,5884
67,100,156,5271
67,134,146,4908
77,388,29,2231
50,393,218,8820
56,56,243,3044
63,166,186,7357
101,299,169,9041
28,52,206,3109
78,107,147,8389
94,47,222,7736
73,301,220,4876
25,99,239,3002
40,237,101,2168
42,158,184,5203
91,151,74,9392
23,369,143,7195
4,292,31,9981
98,241,172,5542
63,67,54,1363
81,44,161,8935
24,282,190,5064
11,334,70,5748
52,352,170,5091
11,317,80,9176
40,95,195,3726
109,202,147,2883
13,374,186,6524
34,238,207,8652
24,388,204,8855
64,97,61,3940
46,338,164,5449
19,77,75,9235
35,318,132,5649
101,137,125,3200
9,346,76,6475
69,105,191,6183
62,390,81,9036
63,350,146,6529
68,32,25,9825
80,182,63,4878
41,167,154,3527
21,77,91,7820
94,177,256,5369
6,238,174,2517
70,235,109,4702
51,400,201,2404
68,71,234,2090
33,333,45,620
85,386,130,8229
63,372,143,6593
86,214,120,1292
51,99,167,2255
49,162,59,2399
103,94,245,4816
51,96,168,6916
28,138,231,2205
30,12,134,9848
32,6,233,9087
20,191,195,8450
12,151,28,8068
83,99,237,3427
2,297,63,1310
29,126,182,5822
69,196,190,4563
36,86,99,5392
111,181,24,6835
79,122,127,1630
50,164,46,6064
45,305,188,2541
108,46,175,4222
107,76,169,1511
28,345,161,4152
0,186,212,4896
82,272,231,9452
75,147,194,9482
108,277,143,7996
69,174,134,3459
54,55,170,3891
13,112,97,5879
35,300,124,708
88,163,55,3733
38,53,77,9223
61,305,198,1009
75,58,234,9437
29,97,26,1272
98,83,111,8496
95,43,43,4800
32,10,252,1613
0,98,170,1140
22,122,58,3884
69,136,91,9929
105,265,181,885
55,262,114,2013
108,154,101,5463
96,377,148,3580
57,2,86,7889
81,163,93,6038
39,187,234,1965
64,362,195,467
13,166,37,6954
109,157,244,8665
30,317,30,9351
105,25,84,1099
46,294,102,7508
104,7,80,743
21,201,80,510
9,71,35,3744
97,307,203,7039
89,62,197,814
56,53,20,5475
17,111,254,7639
55,87,222,4400
29,139,140,2634
43,393,92,798
103,372,87,9067
110,390,162,5809
29,114,145,617
92,63,53,8210
33,389,65,1588
56,73,66,4272
25,362,104,6808
104,61,198,5708
99,400,155,2396
103,214,108,9701
48,203,71,4864
5,356,196,4167
56,51,114,2990
75,360,228,7480
61,126,133,4418
45,368,103,736
49,264,33,3691
16,250,151,1150
38,38,51,5457
49,228,41,2303
33,2,108,2860
103,203,212,5381
13,143,240,1356
13,78,233,6459
21,201,27,8843
36,377,41,4207
41,162,63,2088
11,22,73,6127
86,181,155,6211
72,84,45,2138
68,327,98,1867
6,68,124,1667
53,184,208,198
74,165,43,4366
81,359,205,6213
61,29,142,6726
59,342,240,1441
45,291,167,9616
7,59,232,3111
29,173,131,631
6,142,133,6819
31,380,53,3927
2,223,165,9279
10,60,162,7003
37,346,31,4307
10,179,227,6768
80,265,173,8126
65,244,197,9852
3,29,100,9470
81,146,24,5155
86,383,90,5390
31,210,180,2993
90,172,62,5592
87,380,232,1800
78,264,47,846
31,385,94,5425
80,198,94,9687
67,346,110,249
20,286,194,779
79,342,126,7459
17,14,23,3036
48,252,100,276
73,347,127,8764
97,141,202,8976
16,43,52,9667
17,109,53,755
25,137,73,2700
40,8,213,1711
40,329,195,6886
59,144,158,9006
35,292,115,9010
9,212,250,1564
47,243,50,4130
91,255,237,1076
17,175,226,3930
89,187,173,3900
4,80,69,2886
107,313,195,614
66,246,71,5820
34,176,202,2283
41,242,42,365
48,55,81,9110
69,177,49,1266
9,119,46,5160
26,176,22,6534
72,27,174,3325
73,77,138,9127
58,119,155,7670
105,271,146,9943
52,132,20,9787
42,271,30,5725
28,377,177,6600
34,303,21,8969
89,82,137,2425
75,149,56,2913
39,105,225,7791
81,286,247,4096
52,167,175,8340
8,248,116,9988
15,233,255,6543
23,343,207,6213
10,54,179,5051
109,26,37,8054
21,383,110,1209
93,152,248,646
60,346,62,8161
33,19,244,9823
70,360,225,1309
40,360,213,7284
110,72,165,8606
113,189,248,9633
14,390,175,7269
105,110,114,5526
105,202,134,7926
59,194,187,578
100,5,79,3244
83,175,28,6911
65,57,147,2566
1,303,189,5270
57,273,196,6708
27,147,215,9806
92,389,207,2344
15,140,142,5288
76,149,219,4994
109,107,89,6729
71,322,214,5026
92,368,115,2391
106,276,168,361
91,353,155,7124
52,122,252,9222
21,363,53,4031
14,53,81,5244
88,277,112,3948
86,250,187,7827
8,28,222,9280
27,179,73,5264
32,329,41,485
3,120,241,6491
21,50,138,6699
94,31,147,8666
113,233,242,7698
21,86,103,9796
80,131,67,3719
22,348,132,3421
46,356,190,1586
43,273,146,999
83,268,92,4209
76,55,62,2940
105,363,55,2406
57,189,27,6386
95,139,91,7221
82,24,206,7928
76,168,63,7106
17,251,150,995
94,312,136,2780
99,231,109,9124
10,320,142,5028
96,1,204,9051
74,246,234,7678
16,372,177,2726
9,198,21,3875
57,71,33,6101
84,317,32,8655
18,80,150,6448
17,284,107,7338
15,257,57,7705
112,224,166,3349
83,306,73,9719
43,130,41,917
78,101,142,7412
49,163,152,9439
31,217,44,6159
61,21,233,6681
39,39,218,8504
76,149,232,6637
109,154,218,3427
103,334,61,9516
109,112,72,2569
93,123,157,3943
64,7,241,3791
43,69,238,5089
8,207,42,1465
15,139,34,6313
61,369,110,137
57,10,62,8968
39,241,205,3623
48,68,173,1406
65,153,92,7166
52,99,179,2657
62,383,75,2031
13,45,53,5865
53,120,217,2925
106,385,186,4240
113,9,246,5257
22,293,134,8323
45,102,244,3593
104,239,58,3456
57,278,100,3495
5,382,139,9600
108,302,212,207
10,31,27,6163
73,394,231,3094
89,152,25,3923
18,39,184,1755
96,392,167,9043
53,192,70,4065
70,15,244,557
56,54,132,3341
11,311,190,9626
39,60,215,1932
86,86,109,4888
112,275,245,6606
10,101,253,6874
2,20,40,7241
35,146,203,8751
58,325,79,1881
38,349,227,3091
85,251,45,1252
75,17,96,9004
102,296,63,696
85,228,236,191
9,45,128,1549
30,399,75,7122
101,334,109,7721
88,153,105,9282
101,88,168,812
29,62,170,9735
109,87,171,7033
91,130,214,1591
41,254,75,4186
11,8,25,766
103,121,209,3338
29,148,46,1169
30,22,135,6439
54,195,191,4786
62,295,247,9319
92,377,53,331
75,253,165,6147
47,312,111,573
97,11,214,2751
0,233,221,768
1,210,75,554
67,395,24,2094
65,232,50,1676
41,278,81,3825
40,95,117,6424
95,25,215,9167
101,253,225,5445
25,395,178,5179
12,255,45,552
13,197,150,256
105,380,32,1154
23,396,147,6284
20,361,247,8670
109,371,53,7001
67,72,253,9497
91,219,252,7068
64,382,119,4060
56,339,97,4187
99,379,31,7547
73,56,229,580
12,336,237,4595
73,138,108,3293
6,267,237,5282
27,383,210,2365
19,135,68,800
71,146,242,9820
103,372,102,6463
102,397,70,5147
32,110,172,7310
3,221,215,7821
43,120,61,1883
35,115,101,8528
41,329,44,4604
22,193,23,8420
105,103,25,6824
34,247,137,343
91,396,100,581
53,203,216,280
16,304,137,6687
43,281,243,9894
102,365,212,5358
98,268,174,1215
108,391,207,7965
72,134,198,3365
99,61,177,358
16,131,143,9214
46,194,251,1998
110,243,116,5440
73,339,242,8991
2,9,53,3666
21,218,230,8737
23,334,48,9290
7,274,229,9086
42,138,95,7217
104,167,46,9212
16,235,220,8610
63,179,203,8275
39,382,222,4818
85,312,110,1847
71,11,171,739
105,87,151,231
50,206,23,9558
1,105,241,4584
105,261,114,8020
104,146,112,6929
93,379,240,8919
31,87,221,8547
22,358,97,8132
78,260,148,975
89,31,50,982
78,124,238,9322
38,254,219,1321
39,231,106,9227
74,310,40,5019
25,354,175,174
70,336,65,9413
7,17,145,9023
26,18,152,9927
103,63,141,1426
67,106,37,9625
64,54,116,6952
35,22,183,194
99,85,57,8299
44,219,50,3466
81,35,125,8069
23,302,129,7846
12,273,225,439
80,262,170,1447
47,55,242,5989
35,85,57,4187
59,77,146,9569
57,15,196,7344
92,25,211,8715
44,201,27,4041
56,298,34,8445
47,43,149,5016
104,224,82,7504
67,273,22,5739
82,34,239,3287
99,257,212,6766
109,159,240,1323
11,52,142,4689
69,133,94,4564
28,270,63,6180
52,351,237,3830
59,228,110,8772
108,37,79,94
82,305,141,9182
56,166,22,2711
49,208,60,7791
21,1,224,2805
1,209,226,2494
32,138,187,4267
19,346,24,4192
85,214,29,7775
94,369,50,6364
18,103,66,3895
35,88,225,8235
95,289,148,9075
25,146,239,8831
78,128,148,7641
17,103,73,9672
106,228,69,2305
2,27,39,8909
100,4,252,8768
39,99,185,1384
40,270,233,8182
28,369,161,7912
14,341,80,5949
42,110,237,2110
78,37,101,5332
111,225,250,8198
9,247,218,4682
7,33,22,1861
109,189,36,2957
26,190,237,1685
72,142,225,5711
35,170,205,7955
82,111,133,1520
17,296,109,4176
9,296,157,1584
71,114,213,1463
3,201,234,9994
47,59,126,2187
30,228,208,9050
4,330,161,4548
5,237,66,8526
98,73,217,5205
26,75,62,6232
51,338,161,6710
96,304,51,204
69,48,154,4352
6,251,94,4175
30,127,252,7308
46,316,246,2668
37,195,69,7121
14,250,87,9583
88,382,136,6605
31,346,202,2368
61,376,96,6941
88,130,197,5540
99,128,247,4921
68,281,256,2300
37,93,218,4288
84,349,101,4371
86,126,135,6714
35,375,49,9195
58,19,140,7420
54,156,31,4870
18,176,66,8762
3,157,216,855
72,385,91,5500
12,27,207,7449
32,315,54,8466
93,284,64,9068
4,336,139,9111
28,105,91,3517
28,43,231,3827
50,24,77,6201
18,303,128,7923
34,395,175,6623
33,216,205,6365
87,190,64,4741
47,54,240,4603
112,336,171,3447
100,388,212,4261
112,146,195,1015
100,290,228,705
6,66,245,6362
25,229,222,6967
40,400,104,1179
44,225,249,8049
68,45,193,6809
70,36,145,3487
72,160,68,4982
92,366,21,2757
43,343,176,179
90,227,197,1520
22,390,228,1911
70,281,157,4474
75,160,92,6985
91,389,65,2578
64,380,91,7040
7,334,34,1641
57,385,78,1653
36,47,90,4579
10,15,45,5437
5,49,93,6118
78,200,103,3868
34,17,85,8898
8,93,26,1739
1,151,230,3578
13,9,89,3746
74,180,217,6249
100,73,245,1481
92,75,66,5141
45,49,38,3751
50,230,177,3445
30,179,131,9562
29,269,150,1903
81,179,81,3524
14,129,196,6480
59,153,57,9511
68,203,201,973
86,309,99,8024
18,347,220,2224
25,368,63,9931
95,211,202,7749
40,189,149,2298
17,141,93,2619
61,41,52,5606
55,329,240,2537
80,101,181,5377
69,164,30,9231
45,298,156,1451
76,6,179,1261
78,11,46,9276
20,351,218,7227
45,71,47,6693
89,284,194,6418
74,199,234,4043
1,322,27,9090
39,357,162,2266
69,292,166,1528
27,16,162,5912
60,344,51,7172
48,367,87,2042
50,273,190,2824
46,170,183,3578
20,235,92,9012
37,130,146,1119
24,379,44,7314
21,55,46,482
87,31,226,7096
38,77,166,1624
19,89,107,7656
36,181,90,2694
53,190,45,7789
45,251,90,3798
108,8,27,5277
44,99,148,7989
74,286,90,7193
33,340,104,2667
12,240,192,5153
6,204,189,6603
45,310,121,3240
27,260,92,4514
109,215,144,4085
79,150,168,3819
36,151,244,3345
97,383,32,7369
61,200,189,4141
69,77,81,1540
52,79,70,488
52,263,250,2576
54,217,61,3482
48,262,28,3154
66,175,93,9069
44,171,88,5596
72,228,209,4781
40,58,49,2904
63,55,191,3842
37,179,125,8713
27,377,40,7898
82,73,23,9192
86,306,29,5164
10,214,139,4638
82,13,134,3988
25,179,127,1107
55,150,230,8660
66,304,204,2470
87,121,166,8295
2,208,137,6891
93,204,234,4023
31,310,38,3447
5,283,124,4029
71,302,50,9163
83,390,203,2084
111,65,157,5312
7,131,88,7985
27,329,230,5431
12,130,107,8104
40,364,135,2860
40,385,93,6322
50,1,211,9579
66,302,204,4783
25,348,29,6274
98,157,212,8921
25,72,77,612
31,147,194,7564
81,137,115,3117
22,366,25,6993
89,288,99,2173
105,245,124,2920
104,220,60,9755
24,9,108,927
53,125,87,8224
21,28,86,2777
111,21,70,5171
52,50,88,5626
65,115,232,5594
35,386,42,1073
51,185,76,2460
66,249,176,7671
31,200,23,592
23,332,150,7759
108,118,230,2736
48,268,161,8045
2,22,245,8901
92,232,250,3828
49,203,205,3659
99,110,78,9905
84,101,130,9270
75,334,216,7461
83,100,65,6268
110,261,157,2770
8,113,219,6265
48,7,91,1056
57,206,60,7220
62,79,80,1940
45,280,130,444
39,150,104,7511
106,368,49,7647
41,153,222,2378
63,61,58,5936
106,301,26,4840
15,124,193,6530
81,238,69,734
103,354,252,7856
33,227,140,553
59,98,248,5618
18,127,161,8021
30,387,176,9881
42,93,68,1253
76,23,28,3371
61,85,48,3729
2,257,45,1466
26,163,68,1326
87,114,74,84
6,207,68,1729
19,60,101,6327
101,92,63,2480
3,70,163,2797
65,387,53,9745
105,208,39,7760
41,175,153,6991
60,281,30,5252
14,316,48,4201
31,300,146,3087
20,310,153,5452
32,92,123,5830
22,303,152,6333
20,377,195,2658
113,201,215,7276
52,159,97,7346
100,202,140,8859
21,200,30,9731
100,202,209,6153
31,317,109,8820
69,226,110,1884
109,116,185,1735
75,366,31,2416
53,117,45,9868
89,89,229,9587
81,304,28,7312
74,213,41,4668
95,258,70,346
1,248,231,167
103,110,112,4529
111,333,90,7469
83,107,240,1187
107,365,94,1566
68,378,74,9274
28,31,95,8312
11,147,111,693
32,117,228,8256
39,300,227,9425
5,101,160,787
64,343,169,9777
59,39,75,8264
99,18,254,1521
65,320,85,4971
52,307,219,1843
50,240,88,3052
24,337,35,126
61,219,133,4790
98,160,147,4511
29,201,225,6516
33,279,145,3158
78,190,73,7027
74,390,165,5188
73,77,114,1045
102,357,23,1575
81,198,169,4442
84,168,211,3054
94,224,92,7542
64,173,116,4507
81,343,39,4015
79,213,47,7727
79,306,27,6853
82,370,86,6790
44,1,184,3931
107,380,119,8145
50,364,210,3485
81,332,142,3167
17,220,34,2321
24,85,66,3492
99,244,205,4127
10,365,25,1917
37,85,210,8199
69,162,47,5475
34,364,247,7648
97,82,163,5463
71,182,195,5624
66,388,221,2223
53,264,99,3297
92,183,81,514
91,23,75,8420
65,309,177,2226
98,49,47,5119
26,143,236,8880
66,22,62,6738
26,396,48,54
12,56,97,8597
101,79,200,3703
72,14,175,6382
10,201,133,3097
109,375,220,8087
82,351,153,7051
95,8,188,2035
102,83,233,3813
65,299,239,7977
55,364,78,7396
36,362,126,7320
80,41,144,245
110,351,106,1610
72,70,213,4729
13,335,249,6303
65,222,155,7893
99,95,216,1053
29,23,58,8786
29,333,206,9172
54,355,153,5752
0,350,72,7714
98,300,99,6925
19,237,56,558
104,144,101,5183
29,223,97,9547
41,20,249,5347
58,351,195,1929
65,91,128,7462
3,65,22,4501
47,157,99,1324
12,100,21,8106
5,59,75,7562
36,204,156,8988
101,307,122,6855
36,320,136,5579
46,165,142,6205
101,246,226,2746
96,85,153,298
87,218,43,1374
112,386,35,268
52,225,34,3749
48,157,54,2912
49,35,62,7863
25,263,165,6995
11,388,238,139
84,182,215,3019
84,299,188,2915
83,367,49,2266
60,341,217,121
17,376,113,7319
101,70,222,5503
30,154,144,7802
35,393,52,1446
25,372,209,7589
112,75,236,9859
29,360,185,6272
76,347,189,8064
84,368,43,5244
37,286,63,5633
36,300,30,7464
75,245,185,895
50,103,125,6224
52,145,39,7651
38,398,252,7103
88,281,176,5694
32,54,62,7600
33,289,114,4333
21,21,148,8702
108,76,41,2143
105,390,150,956
113,17,230,64
34,239,35,7493
56,199,172,916
103,30,230,7918
40,101,105,4879
29,360,186,1454
45,162,218,2981
1,366,128,3880
12,280,238,8551
110,394,186,548
106,16,191,4974
88,279,81,1741
100,331,47,9058
72,307,232,9902
40,259,201,3364
69,345,37,4076
45,252,178,7016
74,113,182,8331
30,230,42,7171
50,91,127,4340
41,43,147,1713
18,361,135,1856
66,220,184,7223
90,12,61,1246
12,1,240,6350
11,354,128,2898
40,102,252,9287
73,316,238,1402
73,158,29,1712
3,95,81,4252
74,62,105,5577
103,348,99,2236
33,345,178,9613
9,42,86,2496
101,88,241,4841
83,221,141,3159
28,274,192,7361
80,109,96,8202
15,394,61,5422
112,34,233,5337
26,57,192,9246
97,279,143,8043
74,294,155,1361
92,244,240,9711
54,352,233,1166
4,205,153,2471
10,198,42,1017
31,259,45,5078
98,385,179,378
48,178,150,6342
102,235,215,6539
78,268,108,941
97,215,226,4586
95,356,143,7112
94,342,165,8694
14,116,28,1938
80,34,163,3781
13,87,224,9327
97,322,226,2202
106,236,177,8661
77,341,217,4953
73,59,186,5924
95,266,201,6328
23,159,218,5230
82,377,230,314
112,207,145,4884
79,230,84,8654
53,11,220,999
44,267,134,7396
43,324,243,5257
44,147,178,8209
31,391,145,650
22,262,175,7282
20,262,70,6472
52,185,167,8904
29,269,249,3648
90,219,189,6224
4,396,170,9834
41,149,243,5287
89,187,142,5369
107,19,176,3621
85,267,20,1531
65,278,167,6217
61,31,241,6932
5,137,103,6106
63,26,119,3818
45,396,211,9968
