SeedID,Environment,Task,Solved,UsedSeed,StepsOrNote,RuntimeSeconds
22589,Env_86,Task_58,True,66,201,57.039
54321,Env_95,Task_47,True,10,303,0.24
22589,Env_74,Task_44,True,23,199,52.64
61987,Env_1,Task_82,True,10,325,6.796
61987,Env_1,Task_63,True,10,205,0.362
22589,Env_97,Task_85,True,10,173,7.366
32456,Env_93,Task_67,True,23,18065,47.699
37012,Env_32,Task_70,False,,,69.841
37012,Env_32,Task_9,True,10,322,2.464
37012,Env_36,Task_8,True,881,154,78.648
37012,Env_32,Task_27,True,10,133,10.34
37012,Env_78,Task_83,False,,,45.582
61987,Env_80,Task_8,False,,,53.955
32456,Env_73,Task_43,False,,,97.435
37012,Env_87,Task_67,True,10,147,18.565
37012,Env_32,Task_94,True,10,238,19.217
54321,Env_61,Task_73,True,10,156,103.739
54321,Env_11,Task_6,True,10,284,0.504
37012,Env_98,Task_62,True,10,150,3.184
54321,Env_14,Task_46,False,,,48.673
61987,Env_3,Task_32,True,32,176,107.21
61987,Env_26,Task_95,True,10,282,0.873
61987,Env_26,Task_45,True,10,170,0.162
32456,Env_36,Task_15,True,10,139,14.499
54321,Env_11,Task_50,True,32,56,9.004
37012,Env_31,Task_42,True,71203,214,139.325
61987,Env_1,Task_34,True,10,229,83.57
61987,Env_4,Task_24,True,10,90,0.058
32456,Env_8,Task_30,False,,,150.07
37012,Env_96,Task_81,True,10,254,13.436
32456,Env_18,Task_80,True,10,237,3.882
32456,Env_18,Task_63,True,10,157,0.209
67890,Env_7,Task_73,True,10,129,8.177
37012,Env_42,Task_10,False,,,66.069
37012,Env_42,Task_97,True,10,136,0.142
22589,Env_7,Task_80,True,10,185,163.795
22589,Env_7,Task_66,True,10,57,0.506
32456,Env_44,Task_76,False,,,162.794
22589,Env_41,Task_28,True,71203,232,174.957
22589,Env_96,Task_28,True,71203,232,175.05
22589,Env_24,Task_13,True,10,281,0.198
61987,Env_78,Task_5,False,,,177.756
22589,Env_23,Task_25,True,10,201,5.058
22589,Env_23,Task_59,True,10,183,3.979
22589,Env_48,Task_70,False,,,184.315
61987,Env_79,Task_10,False,,,184.108
22589,Env_10,Task_43,False,,,198.683
22589,Env_10,Task_53,True,10,403,0.505
61987,Env_21,Task_92,False,,,97.121
22589,Env_18,Task_32,True,10,179,164.08
22589,Env_40,Task_28,True,71203,232,170.665
32456,Env_35,Task_39,False,,,240.018
54321,Env_14,Task_24,False,,,143.313
54321,Env_41,Task_52,False,,,253.184
54321,Env_51,Task_83,False,,,247.369
61987,Env_32,Task_38,True,73,162,210.649
54321,Env_58,Task_50,True,32,56,8.435
61987,Env_62,Task_77,False,,,299.173
61987,Env_62,Task_4,True,10,61,0.042
54321,Env_64,Task_99,True,10,335,26.682
54321,Env_12,Task_94,False,,,302.31
54321,Env_8,Task_87,True,10,186,0.165
22589,Env_48,Task_56,False,,,121.956
54321,Env_8,Task_5,True,10,139,10.746
54321,Env_8,Task_92,True,10,138,3.212
54321,Env_8,Task_34,True,10,198,0.175
54321,Env_94,Task_17,False,,,259.774
54321,Env_94,Task_96,True,10,272,0.453
32456,Env_84,Task_21,False,,,326.724
61987,Env_42,Task_25,True,10,229,64.047
54321,Env_84,Task_10,False,,,91.264
32456,Env_35,Task_19,False,,,104.119
61987,Env_84,Task_74,True,23,227,350.567
61987,Env_28,Task_73,False,,,340.75
37012,Env_37,Task_57,False,,,246.556
54321,Env_48,Task_16,False,,,353.093
54321,Env_53,Task_73,True,10,156,103.515
54321,Env_31,Task_96,True,10,272,0.527
54321,Env_44,Task_5,True,10,139,10.228
54321,Env_31,Task_50,True,32,56,8.251
54321,Env_31,Task_76,True,10,248,0.606
61987,Env_28,Task_44,True,10,225,15.512
54321,Env_96,Task_61,True,10,322,1.783
54321,Env_96,Task_50,True,32,56,8.256
61987,Env_91,Task_48,True,10,194,77.058
37012,Env_72,Task_100,False,,,377.35
54321,Env_94,Task_36,False,,,60.992
61987,Env_28,Task_80,True,10,173,13.113
32456,Env_66,Task_31,False,,,386.585
54321,Env_94,Task_71,True,10,111,14.787
22589,Env_39,Task_39,False,,,182.913
22589,Env_24,Task_16,False,,,222.324
54321,Env_96,Task_26,True,10,166,35.973
54321,Env_81,Task_46,False,,,48.638
54321,Env_16,Task_60,True,10,157,5.16
54321,Env_63,Task_61,True,10,322,1.817
54321,Env_63,Task_21,True,10,104,0.101
37012,Env_52,Task_25,False,,,68.042
54321,Env_40,Task_4,True,10,147,26.442
37012,Env_52,Task_6,True,10,137,3.289
37012,Env_52,Task_16,True,10,192,1.898
61987,Env_24,Task_71,True,10,68,52.554
61987,Env_93,Task_95,True,10,282,0.669
54321,Env_60,Task_63,True,32,168,24.328
54321,Env_27,Task_81,True,10,234,0.193
37012,Env_96,Task_89,True,10,540,296.37
37012,Env_97,Task_17,False,,,421.446
37012,Env_97,Task_39,True,10,190,7.005
37012,Env_97,Task_54,True,10,101,0.516
61987,Env_93,Task_36,True,23,196,32.172
32456,Env_39,Task_96,False,,,309.982
32456,Env_39,Task_80,True,10,237,3.906
32456,Env_39,Task_93,True,10,185,0.113
22589,Env_3,Task_47,False,,,305.226
61987,Env_80,Task_100,False,,,392.238
61987,Env_36,Task_15,False,,,479.122
22589,Env_15,Task_35,False,,,266.12
61987,Env_29,Task_17,True,10,147,1.167
32456,Env_81,Task_96,False,,,318.411
61987,Env_29,Task_60,True,10,295,6.99
61987,Env_29,Task_76,True,10,84,1.745
67890,Env_2,Task_68,False,,,341.309
67890,Env_3,Task_10,True,10,89,0.766
61987,Env_78,Task_55,False,,,322.498
61987,Env_13,Task_1,True,10,203,0.134
32456,Env_29,Task_31,False,,,395.67
61987,Env_59,Task_7,False,,,524.06
54321,Env_11,Task_85,False,,,417.072
32456,Env_22,Task_30,False,,,144.124
32456,Env_52,Task_50,True,73,262,498.208
32456,Env_55,Task_47,True,10,177,0.219
54321,Env_11,Task_43,True,10,419,7.04
22589,Env_20,Task_40,False,,,542.051
22589,Env_23,Task_78,False,,,365.75
61987,Env_100,Task_25,True,10,229,63.816
67890,Env_3,Task_13,False,,,60.314
22589,Env_24,Task_80,True,10,185,162.458
22589,Env_4,Task_65,True,10,265,39.205
22589,Env_97,Task_40,False,,,525.772
37012,Env_12,Task_52,False,,,133.969
37012,Env_12,Task_28,True,10,182,0.227
37012,Env_70,Task_47,True,10,200,0.137
37012,Env_28,Task_38,True,10,228,0.895
37012,Env_8,Task_98,True,10,326,0.35
32456,Env_55,Task_11,False,,,58.736
67890,Env_26,Task_27,False,,,53.654
32456,Env_7,Task_35,False,,,28.797
37012,Env_43,Task_43,False,,,193.508
32456,Env_7,Task_59,True,10,195,3.894
32456,Env_81,Task_76,False,,,132.51
32456,Env_16,Task_57,True,10,182,3.465
22589,Env_39,Task_73,False,,,238.783
32456,Env_27,Task_20,False,,,294.767
32456,Env_27,Task_42,True,10,248,0.489
32456,Env_80,Task_87,True,10,362,0.658
32456,Env_80,Task_27,True,10,147,0.295
22589,Env_15,Task_43,False,,,167.119
37012,Env_71,Task_7,False,,,289.32
61987,Env_82,Task_55,False,,,322.705
37012,Env_68,Task_39,True,10,190,7.106
61987,Env_53,Task_2,False,,,228.759
61987,Env_53,Task_14,True,10,253,0.18
67890,Env_26,Task_57,True,73,100,91.338
67890,Env_45,Task_15,True,10,97,0.784
54321,Env_37,Task_11,True,66,125,653.477
22589,Env_20,Task_37,False,,,163.854
22589,Env_20,Task_54,True,10,176,0.747
37012,Env_90,Task_24,False,,,542.01
22589,Env_12,Task_33,True,10,169,124.665
54321,Env_88,Task_31,False,,,718.44
22589,Env_12,Task_25,True,10,201,5.058
67890,Env_61,Task_70,True,10,212,32.623
22589,Env_12,Task_2,True,10,174,18.933
22589,Env_75,Task_21,True,10,163,0.24
61987,Env_45,Task_11,False,,,537.852
22589,Env_44,Task_51,True,23,190,441.831
61987,Env_45,Task_86,True,23,197,27.087
61987,Env_45,Task_72,True,10,196,2.346
61987,Env_61,Task_83,True,23,191,4.531
37012,Env_49,Task_14,True,71203,192,777.679
37012,Env_25,Task_39,True,10,190,7.132
32456,Env_2,Task_45,False,,,179.05
32456,Env_26,Task_83,True,10,262,0.257
32456,Env_20,Task_96,False,,,303.506
32456,Env_26,Task_100,True,10,569,11.455
32456,Env_21,Task_86,True,10,163,0.097
22589,Env_39,Task_64,False,,,182.327
22589,Env_6,Task_11,True,10,309,6.242
22589,Env_6,Task_66,True,10,57,0.376
22589,Env_58,Task_15,True,10,558,1.935
61987,Env_46,Task_87,False,,,351.607
61987,Env_46,Task_60,True,10,295,7.136
61987,Env_59,Task_74,True,23,227,314.021
61987,Env_48,Task_4,True,10,61,0.046
37012,Env_43,Task_58,False,,,246.101
37012,Env_8,Task_7,False,,,289.741
54321,Env_78,Task_97,False,,,167.086
54321,Env_78,Task_62,True,10,57,2.048
61987,Env_100,Task_87,False,,,354.506
61987,Env_20,Task_45,True,10,170,0.131
61987,Env_20,Task_65,True,10,271,0.338
22589,Env_64,Task_74,False,,,86.095
22589,Env_67,Task_27,False,,,235.366
37012,Env_90,Task_58,False,,,245.972
37012,Env_18,Task_8,True,881,154,70.67
54321,Env_96,Task_80,True,10,430,547.793
54321,Env_96,Task_34,True,10,198,0.145
54321,Env_23,Task_56,True,10,264,0.472
22589,Env_44,Task_75,False,,,215.944
61987,Env_48,Task_58,False,,,133.121
32456,Env_55,Task_31,False,,,376.534
32456,Env_55,Task_27,True,10,147,0.385
32456,Env_55,Task_83,True,10,262,0.257
22589,Env_91,Task_71,False,,,60.733
54321,Env_39,Task_11,True,66,125,668.44
67890,Env_17,Task_46,False,,,261.204
67890,Env_59,Task_97,True,10,165,0.118
67890,Env_48,Task_29,True,10,115,4.315
67890,Env_44,Task_55,True,10,207,0.899
61987,Env_53,Task_74,True,23,227,318.495
22589,Env_77,Task_55,True,71203,152,810.385
32456,Env_80,Task_91,False,,,393.035
61987,Env_96,Task_52,True,10,210,27.307
54321,Env_69,Task_36,False,,,60.791
32456,Env_67,Task_4,False,,,235.818
54321,Env_69,Task_43,True,10,419,6.007
54321,Env_69,Task_34,True,10,198,0.135
22589,Env_41,Task_97,False,,,123.649
61987,Env_17,Task_55,False,,,320.849
67890,Env_94,Task_47,True,10,170,1.102
22589,Env_75,Task_78,False,,,358.6
32456,Env_92,Task_50,True,73,262,474.434
22589,Env_75,Task_26,True,10,340,3.779
61987,Env_67,Task_38,True,73,162,209.6
61987,Env_67,Task_82,True,10,325,6.513
61987,Env_67,Task_54,True,10,61,0.062
22589,Env_81,Task_39,False,,,179.787
54321,Env_80,Task_31,False,,,700.529
54321,Env_80,Task_62,True,10,57,2.125
22589,Env_25,Task_32,True,10,179,138.59
22589,Env_25,Task_34,True,10,268,3.622
22589,Env_16,Task_41,True,10,189,12.524
22589,Env_67,Task_23,True,66,410,216.971
32456,Env_99,Task_30,False,,,148.236
54321,Env_34,Task_24,False,,,143.756
37012,Env_3,Task_76,True,10,232,1186.87
61987,Env_82,Task_11,False,,,525.289
54321,Env_34,Task_58,True,10,199,5.413
54321,Env_34,Task_34,True,10,198,0.138
61987,Env_82,Task_81,True,10,235,3.109
22589,Env_84,Task_96,False,,,58.655
22589,Env_82,Task_6,True,10,468,0.464
37012,Env_94,Task_4,False,,,270.783
54321,Env_47,Task_31,False,,,704.8
54321,Env_89,Task_47,True,10,303,0.235
67890,Env_44,Task_43,True,60497,250,240.763
67890,Env_19,Task_79,True,10,143,1.911
67890,Env_19,Task_93,True,10,55,0.204
67890,Env_32,Task_18,True,10,161,8.392
67890,Env_42,Task_4,True,10,537,0.67
67890,Env_42,Task_79,True,10,143,1.854
67890,Env_42,Task_20,True,10,208,10.834
22589,Env_75,Task_37,False,,,166.674
67890,Env_50,Task_19,True,10,367,0.372
37012,Env_94,Task_10,False,,,66.464
37012,Env_40,Task_73,True,10,206,0.271
37012,Env_21,Task_99,False,,,100.104
22589,Env_3,Task_22,False,,,823.832
22589,Env_3,Task_19,True,23,48,8.181
37012,Env_39,Task_34,False,,,358.789
54321,Env_6,Task_24,False,,,143.502
54321,Env_6,Task_81,True,10,234,0.205
37012,Env_84,Task_5,False,,,574.86
37012,Env_85,Task_55,True,10,157,0.103
37012,Env_85,Task_73,True,10,206,0.162
67890,Env_38,Task_49,True,10,219,27.183
22589,Env_76,Task_75,False,,,212.931
22589,Env_56,Task_61,True,10,198,0.34
61987,Env_48,Task_66,False,,,410.413
22589,Env_56,Task_41,True,10,189,12.349
67890,Env_80,Task_81,True,93572,93,74.637
54321,Env_13,Task_82,False,,,517.649
54321,Env_46,Task_17,False,,,258.39
37012,Env_15,Task_82,False,,,124.944
61987,Env_38,Task_2,False,,,229.4
37012,Env_21,Task_52,False,,,135.059
61987,Env_38,Task_82,True,10,325,6.449
67890,Env_95,Task_50,True,66,169,170.309
61987,Env_46,Task_89,False,,,639.965
61987,Env_10,Task_95,True,10,282,0.645
67890,Env_95,Task_67,True,66,185,39.451
22589,Env_75,Task_23,True,66,410,218.787
22589,Env_28,Task_6,True,10,468,0.477
61987,Env_96,Task_9,True,456,185,457.719
61987,Env_38,Task_34,True,10,229,80.357
61987,Env_65,Task_39,True,10,56,0.695
54321,Env_13,Task_27,False,,,130.227
54321,Env_13,Task_100,True,66,69,5.384
67890,Env_91,Task_41,True,32,247,55.288
67890,Env_91,Task_88,True,10,132,3.443
61987,Env_67,Task_93,False,,,431.232
61987,Env_5,Task_19,True,10,184,0.114
22589,Env_56,Task_70,False,,,178.234
22589,Env_56,Task_82,True,10,146,0.581
32456,Env_76,Task_84,False,,,551.598
32456,Env_76,Task_92,True,10,161,0.103
32456,Env_83,Task_69,True,10,565,0.567
22589,Env_66,Task_46,True,10,301,37.066
54321,Env_89,Task_45,False,,,364.233
61987,Env_86,Task_32,True,32,176,89.131
32456,Env_55,Task_48,False,,,652.75
61987,Env_97,Task_50,True,10,190,21.984
61987,Env_12,Task_26,True,66,165,20.939
61987,Env_70,Task_46,True,10,479,10.73
22589,Env_16,Task_40,False,,,513.361
22589,Env_16,Task_82,True,10,146,0.573
22589,Env_16,Task_66,True,10,57,0.444
22589,Env_92,Task_57,False,,,23.808
67890,Env_40,Task_6,False,,,613.246
67890,Env_40,Task_40,True,10,155,1.025
67890,Env_4,Task_50,True,66,169,164.464
67890,Env_4,Task_10,True,10,89,0.744
22589,Env_66,Task_81,False,,,197.393
22589,Env_87,Task_83,True,10,131,9.839
74321,Env_17,Task_30,True,10,190,0.148
74321,Env_17,Task_35,True,10,109,0.059
61987,Env_44,Task_15,False,,,454.636
54321,Env_37,Task_70,True,10,760,1138.903
61987,Env_44,Task_29,True,66,152,8.858
32456,Env_92,Task_13,False,,,771.34
22589,Env_32,Task_70,False,,,178.963
22589,Env_42,Task_54,True,10,176,0.746
32456,Env_19,Task_82,True,10,319,4.078
54321,Env_43,Task_65,True,10,237,34.498
54321,Env_55,Task_12,True,10,379,3.536
54321,Env_72,Task_6,True,10,284,0.47
67890,Env_91,Task_68,False,,,338.919
67890,Env_41,Task_33,True,10,193,0.108
74321,Env_11,Task_11,True,93572,153,82.745
67890,Env_24,Task_11,True,10,139,6.328
61987,Env_96,Task_93,False,,,422.978
61987,Env_23,Task_99,True,10,378,0.372
22589,Env_90,Task_44,True,23,199,51.401
67890,Env_33,Task_6,False,,,610.35
67890,Env_65,Task_45,True,10,125,0.092
67890,Env_65,Task_34,True,10,557,7.04
67890,Env_9,Task_55,True,10,207,0.914
67890,Env_9,Task_71,True,10,272,1.054
67890,Env_97,Task_95,True,10,170,0.129
74321,Env_20,Task_12,False,,,70.946
32456,Env_71,Task_56,False,,,406.697
32456,Env_68,Task_47,True,10,177,0.211
32456,Env_68,Task_57,True,10,182,3.462
32456,Env_32,Task_40,False,,,211.186
22589,Env_60,Task_18,False,,,1469.92
22589,Env_60,Task_72,True,10,252,0.183
32456,Env_59,Task_43,False,,,85.897
61987,Env_44,Task_74,True,23,227,312.024
74321,Env_22,Task_16,True,10,190,36.42
74321,Env_22,Task_23,True,10,173,0.164
74321,Env_78,Task_77,True,10,251,0.995
61987,Env_23,Task_49,False,,,277.876
74321,Env_71,Task_50,True,10,219,1.21
74321,Env_71,Task_48,True,10,203,0.378
74321,Env_48,Task_13,True,10,267,1.19
61987,Env_70,Task_22,True,66,199,608.422
61987,Env_70,Task_26,True,66,165,21.041
32456,Env_42,Task_3,True,10,188,234.747
32456,Env_42,Task_38,True,23,264,24.224
74321,Env_48,Task_58,False,,,153.783
74321,Env_44,Task_82,True,10,143,0.09
74321,Env_44,Task_97,True,10,125,0.174
74321,Env_44,Task_48,True,10,203,0.382
74321,Env_50,Task_100,False,,,74.571
74321,Env_90,Task_63,True,10,354,2.758
74321,Env_94,Task_63,True,10,354,2.764
74321,Env_35,Task_30,True,10,190,0.151
74321,Env_35,Task_48,True,10,203,0.379
74321,Env_16,Task_31,False,,,58.522
37012,Env_85,Task_44,True,10,831,1071.461
54321,Env_71,Task_80,True,10,430,561.956
67890,Env_70,Task_28,False,,,1065.419
74321,Env_27,Task_45,False,,,104.481
67890,Env_28,Task_14,True,10,257,6.362
32456,Env_42,Task_76,False,,,132.489
32456,Env_50,Task_57,True,10,182,3.532
22589,Env_35,Task_78,False,,,362.274
54321,Env_71,Task_28,False,,,43.876
74321,Env_92,Task_60,True,10,219,82.585
74321,Env_92,Task_43,True,10,153,0.12
74321,Env_19,Task_7,True,10,49,0.225
54321,Env_92,Task_67,False,,,2083.425
74321,Env_78,Task_81,False,,,352.786
54321,Env_92,Task_22,False,,,9.852
74321,Env_54,Task_30,True,10,190,0.153
74321,Env_54,Task_16,True,10,190,36.443
74321,Env_49,Task_20,False,,,74.761
74321,Env_49,Task_66,True,10,189,0.238
74321,Env_25,Task_87,True,10,192,2.291
37012,Env_85,Task_86,False,,,133.189
74321,Env_11,Task_91,True,2021,408,686.016
67890,Env_97,Task_6,False,,,615.299
22589,Env_82,Task_18,False,,,1464.462
74321,Env_13,Task_47,False,,,127.57
74321,Env_13,Task_86,True,23,199,6.489
74321,Env_13,Task_28,True,10,392,0.721
74321,Env_11,Task_83,False,,,142.184
74321,Env_47,Task_13,True,10,267,1.216
61987,Env_81,Task_31,True,10,354,571.451
74321,Env_89,Task_61,True,10,535,10.358
61987,Env_81,Task_57,True,10,177,9.383
61987,Env_63,Task_41,True,10,515,0.798
61987,Env_63,Task_19,True,10,184,0.121
22589,Env_74,Task_79,True,10,342,2698.997
22589,Env_47,Task_26,True,10,340,3.94
67890,Env_17,Task_75,True,93572,235,2772.195
74321,Env_99,Task_88,False,,,321.573
74321,Env_46,Task_60,True,10,219,81.475
74321,Env_46,Task_56,True,10,180,0.63
54321,Env_71,Task_66,False,,,448.825
74321,Env_46,Task_64,False,,,65.536
74321,Env_10,Task_67,True,10,166,2.83
74321,Env_77,Task_70,True,10,144,0.495
67890,Env_11,Task_25,False,,,214.309
74321,Env_77,Task_98,True,66,242,39.542
22589,Env_47,Task_23,True,66,410,222.001
67890,Env_11,Task_39,True,10,180,11.842
67890,Env_74,Task_11,True,10,139,6.611
67890,Env_74,Task_71,True,10,272,1.082
22589,Env_47,Task_42,True,10,298,20.911
22589,Env_89,Task_36,True,10,141,0.781
74321,Env_14,Task_16,True,10,190,37.464
67890,Env_47,Task_49,True,10,219,27.952
67890,Env_47,Task_14,True,10,257,6.386
74321,Env_9,Task_94,True,23,218,36.006
74321,Env_86,Task_70,True,10,144,0.496
74321,Env_86,Task_53,True,10,459,0.711
74321,Env_97,Task_7,True,10,49,0.227
74321,Env_12,Task_32,True,10,138,2.985
54321,Env_68,Task_24,False,,,143.598
22589,Env_89,Task_52,False,,,73.191
22589,Env_89,Task_14,True,10,175,0.217
22589,Env_3,Task_84,False,,,1777.433
22589,Env_89,Task_63,True,10,273,0.386
74321,Env_12,Task_37,True,789,90,19.398
74321,Env_75,Task_99,True,10,302,0.233
22589,Env_27,Task_17,False,,,608.139
22589,Env_27,Task_3,True,10,202,0.13
74321,Env_75,Task_19,True,10,186,9.407
74321,Env_70,Task_95,True,10,635,0.697
74321,Env_25,Task_55,False,,,537.917
74321,Env_85,Task_25,True,10,251,1.82
74321,Env_70,Task_73,True,10,103,4.212
74321,Env_30,Task_33,True,10,202,1.275
74321,Env_8,Task_99,True,10,302,0.235
74321,Env_85,Task_54,True,10,135,2.94
37012,Env_82,Task_24,False,,,538.583
74321,Env_8,Task_36,False,,,35.384
22589,Env_73,Task_52,False,,,73.062
22589,Env_36,Task_6,True,10,468,0.468
22589,Env_80,Task_69,True,10,386,76.85
22589,Env_80,Task_89,True,10,195,1.948
22589,Env_99,Task_15,True,10,558,1.998
22589,Env_10,Task_3,True,10,202,0.132
74321,Env_19,Task_91,True,2021,408,702.336
74321,Env_32,Task_35,True,10,109,0.061
74321,Env_8,Task_20,False,,,76.085
74321,Env_31,Task_4,True,23,100,9.757
54321,Env_59,Task_30,False,,,143.621
54321,Env_59,Task_5,True,10,139,10.3
54321,Env_59,Task_79,True,10,97,9.129
78901,Env_61,Task_87,True,10,165,0.121
67890,Env_89,Task_99,True,23,95,213.015
67890,Env_89,Task_96,True,10,59,1.074
67890,Env_89,Task_12,True,10,174,0.186
22589,Env_82,Task_17,False,,,611.548
61987,Env_87,Task_59,True,10,174,2810.954
74321,Env_8,Task_58,False,,,155.156
74321,Env_18,Task_3,True,10,280,1.152
37012,Env_82,Task_57,False,,,237.367
78901,Env_61,Task_16,False,,,100.931
78901,Env_61,Task_44,True,10,172,0.567
78901,Env_17,Task_67,True,10,146,1.016
37012,Env_38,Task_81,True,10,254,12.902
37012,Env_38,Task_74,True,10,303,0.575
37012,Env_33,Task_92,True,10,178,0.12
74321,Env_39,Task_94,True,23,218,36.005
74321,Env_69,Task_96,True,10,153,0.256
74321,Env_34,Task_50,True,10,219,1.216
74321,Env_58,Task_73,True,10,103,4.042
74321,Env_64,Task_90,True,10,159,1.152
74321,Env_87,Task_91,True,2021,408,694.399
22589,Env_36,Task_27,False,,,238.332
74321,Env_98,Task_12,False,,,70.395
74321,Env_42,Task_5,False,,,260.787
78901,Env_74,Task_91,True,10,186,112.536
78901,Env_5,Task_73,True,10,169,3.29
37012,Env_33,Task_1,True,1213,210,116.204
61987,Env_92,Task_88,False,,,733.495
61987,Env_92,Task_79,True,23,160,10.934
78901,Env_13,Task_70,True,10,267,0.364
22589,Env_29,Task_88,True,10,206,106.936
78901,Env_43,Task_42,True,10,304,1.129
78901,Env_55,Task_95,True,10,60,0.039
78901,Env_79,Task_24,False,,,120.754
61987,Env_98,Task_97,False,,,271.344
22589,Env_33,Task_47,False,,,298.723
22589,Env_33,Task_62,True,10,161,1.627
74321,Env_20,Task_84,False,,,1591.113
74321,Env_67,Task_85,True,10,174,0.988
74321,Env_5,Task_77,True,10,251,1.008
78901,Env_47,Task_92,False,,,150.957
78901,Env_73,Task_44,True,10,172,0.564
22589,Env_65,Task_46,True,10,301,36.76
22589,Env_65,Task_8,True,10,267,0.472
22589,Env_9,Task_26,True,10,340,3.878
54321,Env_92,Task_70,True,10,760,1133.933
78901,Env_36,Task_46,True,32,88,37.131
54321,Env_19,Task_91,True,10,58,4.536
54321,Env_19,Task_90,True,10,557,0.735
78901,Env_36,Task_48,False,,,51.196
78901,Env_71,Task_38,False,,,209.719
78901,Env_71,Task_71,True,789,181,29.725
78901,Env_68,Task_39,True,10,191,14.05
78901,Env_59,Task_36,True,10,274,0.277
37012,Env_65,Task_60,False,,,294.438
78901,Env_90,Task_85,True,10,252,0.374
74321,Env_91,Task_6,True,23,110,404.505
74321,Env_91,Task_7,True,10,49,0.231
74321,Env_91,Task_72,True,10,140,0.106
78901,Env_59,Task_76,True,10,182,27.291
78901,Env_63,Task_63,False,,,165.512
54321,Env_32,Task_30,False,,,143.611
74321,Env_41,Task_26,True,10,69,21.879
74321,Env_41,Task_76,True,10,57,0.032
54321,Env_42,Task_23,False,,,45.795
78901,Env_14,Task_17,True,10,701,9.751
78901,Env_94,Task_91,True,10,186,113.17
22589,Env_26,Task_55,True,71203,152,815.466
78901,Env_79,Task_14,True,1617,233,359.809
78901,Env_92,Task_63,False,,,163.97
78901,Env_14,Task_3,False,,,122.932
78901,Env_14,Task_90,True,10,143,2.703
78901,Env_15,Task_3,False,,,120.573
61987,Env_98,Task_66,False,,,417.197
74321,Env_5,Task_49,False,,,411.522
78901,Env_60,Task_48,False,,,51.163
78901,Env_35,Task_77,True,10,196,0.991
22589,Env_26,Task_28,True,71203,232,172.137
22589,Env_45,Task_59,True,10,183,4.06
22589,Env_61,Task_60,True,10,85,0.38
74321,Env_79,Task_60,True,10,219,81.044
74321,Env_79,Task_56,True,10,180,0.64
74321,Env_76,Task_15,True,10,156,6.083
74321,Env_76,Task_92,True,10,150,0.109
78901,Env_76,Task_55,False,,,169.577
