SeedID,Environment,Task,Solved,UsedSeed,StepsOrNote,RuntimeSeconds
54321,Env_63,Task_21,True,10,104,0.106
61987,Env_93,Task_36,True,23,196,33.876
54321,Env_40,Task_4,True,10,147,26.571
37012,Env_97,Task_17,False,,,412.982
61987,Env_80,Task_100,False,,,374.461
37012,Env_97,Task_39,True,10,190,7.019
37012,Env_97,Task_54,True,10,101,0.517
32456,Env_81,Task_96,False,,,314.607
54321,Env_60,Task_63,True,32,168,24.717
54321,Env_27,Task_81,True,10,234,0.194
22589,Env_3,Task_47,False,,,299.43
37012,Env_96,Task_89,True,10,540,299.15
22589,Env_15,Task_35,False,,,260.268
61987,Env_36,Task_15,False,,,480.249
32456,Env_29,Task_31,False,,,376.952
61987,Env_29,Task_17,True,10,147,1.535
61987,Env_78,Task_55,False,,,319.858
61987,Env_13,Task_1,True,10,203,0.13
61987,Env_29,Task_60,True,10,295,7.382
32456,Env_39,Task_96,False,,,318.544
61987,Env_29,Task_76,True,10,84,1.802
32456,Env_39,Task_80,True,10,237,3.988
32456,Env_39,Task_93,True,10,185,0.116
67890,Env_2,Task_68,False,,,351.473
67890,Env_3,Task_10,True,10,89,0.786
61987,Env_59,Task_7,False,,,516.227
22589,Env_20,Task_40,False,,,526.18
32456,Env_52,Task_50,True,73,262,492.34
32456,Env_55,Task_47,True,10,177,0.222
54321,Env_11,Task_85,False,,,413.913
54321,Env_11,Task_43,True,10,419,5.912
22589,Env_23,Task_78,False,,,359.47
32456,Env_22,Task_30,False,,,148.357
61987,Env_100,Task_25,True,10,229,63.492
22589,Env_24,Task_80,True,10,185,163.017
67890,Env_3,Task_13,False,,,58.549
22589,Env_4,Task_65,True,10,265,38.933
32456,Env_81,Task_76,False,,,134.088
37012,Env_12,Task_52,False,,,136.65
37012,Env_12,Task_28,True,10,182,0.214
37012,Env_70,Task_47,True,10,200,0.137
32456,Env_55,Task_11,False,,,56.898
37012,Env_28,Task_38,True,10,228,0.898
37012,Env_8,Task_98,True,10,326,0.348
32456,Env_16,Task_57,True,10,182,3.467
22589,Env_97,Task_40,False,,,533.026
32456,Env_27,Task_20,False,,,292.331
32456,Env_27,Task_42,True,10,248,0.47
32456,Env_80,Task_87,True,10,362,0.648
32456,Env_80,Task_27,True,10,147,0.286
37012,Env_43,Task_43,False,,,191.222
32456,Env_7,Task_35,False,,,27.273
22589,Env_39,Task_73,False,,,237.199
32456,Env_7,Task_59,True,10,195,3.759
67890,Env_26,Task_27,False,,,54.047
61987,Env_82,Task_55,False,,,315.223
22589,Env_15,Task_43,False,,,164.873
37012,Env_71,Task_7,False,,,289.202
37012,Env_68,Task_39,True,10,190,7.122
61987,Env_53,Task_2,False,,,227.827
61987,Env_53,Task_14,True,10,253,0.176
22589,Env_20,Task_37,False,,,164.087
22589,Env_20,Task_54,True,10,176,0.758
54321,Env_37,Task_11,True,66,125,648.859
37012,Env_90,Task_24,False,,,529.719
61987,Env_45,Task_11,False,,,521.453
67890,Env_26,Task_57,True,73,100,92.381
67890,Env_45,Task_15,True,10,97,0.79
54321,Env_88,Task_31,False,,,726.706
22589,Env_12,Task_33,True,10,169,126.643
22589,Env_12,Task_25,True,10,201,7.134
61987,Env_45,Task_86,True,23,197,29.129
61987,Env_45,Task_72,True,10,196,2.322
22589,Env_44,Task_51,True,23,190,438.787
61987,Env_61,Task_83,True,23,191,5.42
67890,Env_61,Task_70,True,10,212,37.387
22589,Env_12,Task_2,True,10,174,20.874
22589,Env_75,Task_21,True,10,163,0.25
37012,Env_49,Task_14,True,71203,192,769.892
37012,Env_25,Task_39,True,10,190,7.073
32456,Env_20,Task_96,False,,,305.611
32456,Env_2,Task_45,False,,,179.959
61987,Env_46,Task_87,False,,,350.846
32456,Env_26,Task_83,True,10,262,0.239
22589,Env_39,Task_64,False,,,185.946
61987,Env_46,Task_60,True,10,295,7.134
32456,Env_26,Task_100,True,10,569,11.216
32456,Env_21,Task_86,True,10,163,0.097
22589,Env_6,Task_11,True,10,309,6.218
22589,Env_6,Task_66,True,10,57,0.374
22589,Env_58,Task_15,True,10,558,1.97
61987,Env_59,Task_74,True,23,227,319.247
61987,Env_48,Task_4,True,10,61,0.045
37012,Env_43,Task_58,False,,,248.973
37012,Env_8,Task_7,False,,,293.156
22589,Env_64,Task_74,False,,,85.331
54321,Env_78,Task_97,False,,,173.071
54321,Env_78,Task_62,True,10,57,2.076
61987,Env_100,Task_87,False,,,353.771
61987,Env_20,Task_45,True,10,170,0.131
61987,Env_20,Task_65,True,10,271,0.335
22589,Env_67,Task_27,False,,,238.459
37012,Env_90,Task_58,False,,,245.907
54321,Env_96,Task_80,True,10,430,552.748
54321,Env_96,Task_34,True,10,198,0.144
54321,Env_23,Task_56,True,10,264,0.476
37012,Env_18,Task_8,True,881,154,70.352
22589,Env_91,Task_71,False,,,60.114
22589,Env_44,Task_75,False,,,213.608
54321,Env_39,Task_11,True,66,125,659.589
61987,Env_48,Task_58,False,,,132.194
32456,Env_55,Task_31,False,,,377.392
32456,Env_55,Task_27,True,10,147,0.367
32456,Env_55,Task_83,True,10,262,0.255
61987,Env_53,Task_74,True,23,227,316.488
32456,Env_80,Task_91,False,,,386.834
22589,Env_77,Task_55,True,71203,152,821.551
61987,Env_96,Task_52,True,10,210,26.857
67890,Env_17,Task_46,False,,,274.647
67890,Env_59,Task_97,True,10,165,0.12
67890,Env_48,Task_29,True,10,115,4.325
67890,Env_44,Task_55,True,10,207,0.907
54321,Env_69,Task_36,False,,,75.08
54321,Env_69,Task_43,True,10,419,5.899
54321,Env_69,Task_34,True,10,198,0.135
32456,Env_67,Task_4,False,,,261.702
61987,Env_17,Task_55,False,,,328.437
32456,Env_92,Task_50,True,73,262,493.57
22589,Env_41,Task_97,False,,,137.143
67890,Env_94,Task_47,True,10,170,1.097
61987,Env_67,Task_38,True,73,162,223.212
22589,Env_75,Task_78,False,,,374.282
22589,Env_75,Task_26,True,10,340,3.776
61987,Env_67,Task_82,True,10,325,6.411
61987,Env_67,Task_54,True,10,61,0.061
22589,Env_25,Task_32,True,10,179,155.035
22589,Env_81,Task_39,False,,,191.392
32456,Env_99,Task_30,False,,,160.179
22589,Env_25,Task_34,True,10,268,3.748
22589,Env_67,Task_23,True,66,410,232.52
22589,Env_16,Task_41,True,10,189,12.261
61987,Env_82,Task_11,False,,,536.103
61987,Env_82,Task_81,True,10,235,3.04
54321,Env_80,Task_31,False,,,718.979
54321,Env_80,Task_62,True,10,57,2.085
54321,Env_34,Task_24,False,,,141.809
37012,Env_3,Task_76,True,10,232,1182.201
54321,Env_34,Task_58,True,10,199,5.417
54321,Env_34,Task_34,True,10,198,0.136
22589,Env_84,Task_96,False,,,58.737
22589,Env_82,Task_6,True,10,468,0.468
37012,Env_94,Task_4,False,,,279.877
54321,Env_47,Task_31,False,,,701.346
54321,Env_89,Task_47,True,10,303,0.237
67890,Env_44,Task_43,True,60497,250,239.809
67890,Env_19,Task_79,True,10,143,1.833
67890,Env_19,Task_93,True,10,55,0.201
67890,Env_32,Task_18,True,10,161,8.394
67890,Env_42,Task_4,True,10,537,0.627
37012,Env_21,Task_99,False,,,98.812
67890,Env_42,Task_79,True,10,143,1.793
37012,Env_94,Task_10,False,,,65.678
37012,Env_40,Task_73,True,10,206,0.271
67890,Env_42,Task_20,True,10,208,10.124
67890,Env_50,Task_19,True,10,367,0.407
22589,Env_3,Task_22,False,,,835.284
22589,Env_75,Task_37,False,,,166.524
22589,Env_3,Task_19,True,23,48,7.997
37012,Env_39,Task_34,False,,,371.015
54321,Env_6,Task_24,False,,,142.464
54321,Env_6,Task_81,True,10,234,0.197
37012,Env_84,Task_5,False,,,562.196
37012,Env_85,Task_55,True,10,157,0.105
37012,Env_85,Task_73,True,10,206,0.164
67890,Env_38,Task_49,True,10,219,27.247
22589,Env_76,Task_75,False,,,213.5
22589,Env_56,Task_61,True,10,198,0.344
22589,Env_56,Task_41,True,10,189,12.594
61987,Env_48,Task_66,False,,,425.745
61987,Env_38,Task_2,False,,,224.188
67890,Env_80,Task_81,True,93572,93,73.578
61987,Env_38,Task_82,True,10,325,6.496
37012,Env_15,Task_82,False,,,122.99
37012,Env_21,Task_52,False,,,133.744
54321,Env_46,Task_17,False,,,254.353
54321,Env_13,Task_82,False,,,536.393
61987,Env_46,Task_89,False,,,635.366
61987,Env_10,Task_95,True,10,282,0.653
67890,Env_95,Task_50,True,66,169,167.263
61987,Env_96,Task_9,True,456,185,468.11
61987,Env_38,Task_34,True,10,229,78.668
61987,Env_65,Task_39,True,10,56,0.674
67890,Env_95,Task_67,True,66,185,39.828
22589,Env_75,Task_23,True,66,410,221.136
22589,Env_28,Task_6,True,10,468,0.462
61987,Env_67,Task_93,False,,,425.796
61987,Env_5,Task_19,True,10,184,0.113
22589,Env_56,Task_70,False,,,180.987
22589,Env_56,Task_82,True,10,146,0.58
54321,Env_13,Task_27,False,,,132.614
61987,Env_86,Task_32,True,32,176,88.81
54321,Env_13,Task_100,True,66,69,5.361
67890,Env_91,Task_41,True,32,247,56.336
67890,Env_91,Task_88,True,10,132,3.52
61987,Env_97,Task_50,True,10,190,22.01
54321,Env_89,Task_45,False,,,358.672
22589,Env_66,Task_46,True,10,301,37.032
61987,Env_12,Task_26,True,66,165,20.525
32456,Env_76,Task_84,False,,,569.318
32456,Env_76,Task_92,True,10,161,0.105
32456,Env_83,Task_69,True,10,565,0.582
32456,Env_55,Task_48,False,,,654.655
61987,Env_70,Task_46,True,10,479,10.495
22589,Env_16,Task_40,False,,,508.067
22589,Env_16,Task_82,True,10,146,0.575
22589,Env_16,Task_66,True,10,57,0.445
22589,Env_92,Task_57,False,,,24.0
67890,Env_40,Task_6,False,,,605.03
67890,Env_40,Task_40,True,10,155,1.012
67890,Env_4,Task_50,True,66,169,170.472
67890,Env_4,Task_10,True,10,89,0.752
22589,Env_66,Task_81,False,,,200.835
22589,Env_87,Task_83,True,10,131,9.946
74321,Env_17,Task_30,True,10,190,0.156
74321,Env_17,Task_35,True,10,109,0.059
54321,Env_37,Task_70,True,10,760,1139.119
61987,Env_44,Task_15,False,,,456.804
61987,Env_44,Task_29,True,66,152,8.935
32456,Env_92,Task_13,False,,,774.306
32456,Env_19,Task_82,True,10,319,4.116
54321,Env_43,Task_65,True,10,237,33.973
54321,Env_55,Task_12,True,10,379,3.466
54321,Env_72,Task_6,True,10,284,0.465
22589,Env_32,Task_70,False,,,176.919
22589,Env_42,Task_54,True,10,176,0.753
61987,Env_96,Task_93,False,,,419.465
61987,Env_23,Task_99,True,10,378,0.379
74321,Env_11,Task_11,True,93572,153,83.781
22589,Env_90,Task_44,True,23,199,50.675
67890,Env_91,Task_68,False,,,342.684
67890,Env_41,Task_33,True,10,193,0.112
67890,Env_24,Task_11,True,10,139,6.358
67890,Env_33,Task_6,False,,,610.953
67890,Env_65,Task_45,True,10,125,0.096
67890,Env_65,Task_34,True,10,557,7.123
67890,Env_9,Task_55,True,10,207,0.912
67890,Env_9,Task_71,True,10,272,1.05
67890,Env_97,Task_95,True,10,170,0.13
74321,Env_20,Task_12,False,,,70.084
32456,Env_71,Task_56,False,,,407.824
32456,Env_68,Task_47,True,10,177,0.212
32456,Env_68,Task_57,True,10,182,3.494
32456,Env_32,Task_40,False,,,214.134
22589,Env_60,Task_18,False,,,1467.938
22589,Env_60,Task_72,True,10,252,0.183
32456,Env_59,Task_43,False,,,86.193
74321,Env_22,Task_16,True,10,190,36.626
74321,Env_22,Task_23,True,10,173,0.168
74321,Env_78,Task_77,True,10,251,1.007
61987,Env_23,Task_49,False,,,272.714
74321,Env_71,Task_50,True,10,219,1.182
74321,Env_71,Task_48,True,10,203,0.358
74321,Env_48,Task_13,True,10,267,1.174
61987,Env_44,Task_74,True,23,227,319.645
61987,Env_70,Task_22,True,66,199,608.641
61987,Env_70,Task_26,True,66,165,27.65
32456,Env_42,Task_3,True,10,188,252.82
74321,Env_48,Task_58,False,,,164.797
74321,Env_44,Task_82,True,10,143,0.093
74321,Env_44,Task_97,True,10,125,0.173
74321,Env_50,Task_100,False,,,73.831
74321,Env_44,Task_48,True,10,203,0.411
74321,Env_90,Task_63,True,10,354,2.771
74321,Env_94,Task_63,True,10,354,2.77
74321,Env_35,Task_30,True,10,190,0.155
74321,Env_35,Task_48,True,10,203,0.382
32456,Env_42,Task_38,True,23,264,24.367
74321,Env_16,Task_31,False,,,59.983
37012,Env_85,Task_44,True,10,831,1086.286
54321,Env_71,Task_80,True,10,430,568.638
74321,Env_27,Task_45,False,,,110.116
74321,Env_92,Task_60,True,10,219,87.329
22589,Env_35,Task_78,False,,,378.129
74321,Env_92,Task_43,True,10,153,0.114
74321,Env_19,Task_7,True,10,49,0.227
54321,Env_71,Task_28,False,,,42.8
32456,Env_42,Task_76,False,,,142.814
32456,Env_50,Task_57,True,10,182,4.657
67890,Env_70,Task_28,False,,,1094.473
74321,Env_78,Task_81,False,,,375.535
74321,Env_54,Task_30,True,10,190,0.148
67890,Env_28,Task_14,True,10,257,8.714
37012,Env_85,Task_86,False,,,137.075
74321,Env_54,Task_16,True,10,190,38.788
74321,Env_49,Task_20,False,,,79.379
74321,Env_49,Task_66,True,10,189,0.242
74321,Env_25,Task_87,True,10,192,2.314
54321,Env_92,Task_67,False,,,2155.508
54321,Env_92,Task_22,False,,,9.955
67890,Env_97,Task_6,False,,,642.933
74321,Env_11,Task_91,True,2021,408,725.301
74321,Env_13,Task_47,False,,,126.115
74321,Env_13,Task_86,True,23,199,6.481
74321,Env_13,Task_28,True,10,392,0.725
22589,Env_82,Task_18,False,,,1534.15
74321,Env_99,Task_88,False,,,323.924
74321,Env_11,Task_83,False,,,149.28
74321,Env_47,Task_13,True,10,267,1.241
74321,Env_89,Task_61,True,10,535,10.87
61987,Env_81,Task_31,True,10,354,612.489
61987,Env_81,Task_57,True,10,177,11.548
61987,Env_63,Task_41,True,10,515,0.813
61987,Env_63,Task_19,True,10,184,0.124
22589,Env_74,Task_79,True,10,342,2773.772
22589,Env_47,Task_26,True,10,340,3.771
67890,Env_17,Task_75,True,93572,235,2844.281
74321,Env_46,Task_60,True,10,219,84.863
74321,Env_46,Task_56,True,10,180,0.632
74321,Env_46,Task_64,False,,,64.89
74321,Env_10,Task_67,True,10,166,2.807
74321,Env_77,Task_70,True,10,144,0.496
54321,Env_71,Task_66,False,,,448.775
74321,Env_77,Task_98,True,66,242,38.215
74321,Env_14,Task_16,True,10,190,36.441
74321,Env_9,Task_94,True,23,218,34.952
74321,Env_86,Task_70,True,10,144,0.495
74321,Env_86,Task_53,True,10,459,0.725
74321,Env_97,Task_7,True,10,49,0.228
74321,Env_12,Task_32,True,10,138,2.906
67890,Env_11,Task_25,False,,,217.132
74321,Env_12,Task_37,True,789,90,18.876
74321,Env_75,Task_99,True,10,302,0.249
22589,Env_47,Task_23,True,66,410,225.519
22589,Env_3,Task_84,False,,,1762.883
74321,Env_75,Task_19,True,10,186,9.259
67890,Env_11,Task_39,True,10,180,12.112
74321,Env_70,Task_95,True,10,635,0.645
74321,Env_70,Task_73,True,10,103,4.076
54321,Env_68,Task_24,False,,,142.042
74321,Env_30,Task_33,True,10,202,1.242
74321,Env_8,Task_99,True,10,302,0.231
67890,Env_74,Task_11,True,10,139,6.679
67890,Env_74,Task_71,True,10,272,1.065
22589,Env_47,Task_42,True,10,298,21.573
22589,Env_89,Task_36,True,10,141,0.79
22589,Env_27,Task_17,False,,,608.604
22589,Env_27,Task_3,True,10,202,0.128
37012,Env_82,Task_24,False,,,543.622
67890,Env_47,Task_49,True,10,219,27.819
74321,Env_8,Task_36,False,,,34.341
67890,Env_47,Task_14,True,10,257,6.212
74321,Env_25,Task_55,False,,,547.136
74321,Env_85,Task_25,True,10,251,1.823
74321,Env_85,Task_54,True,10,135,2.942
22589,Env_89,Task_52,False,,,72.992
22589,Env_89,Task_14,True,10,175,0.215
22589,Env_89,Task_63,True,10,273,0.376
22589,Env_80,Task_69,True,10,386,74.857
22589,Env_80,Task_89,True,10,195,1.915
22589,Env_99,Task_15,True,10,558,1.945
22589,Env_10,Task_3,True,10,202,0.13
74321,Env_19,Task_91,True,2021,408,695.294
74321,Env_32,Task_35,True,10,109,0.06
74321,Env_8,Task_20,False,,,74.556
74321,Env_31,Task_4,True,23,100,9.533
54321,Env_59,Task_30,False,,,139.655
54321,Env_59,Task_5,True,10,139,10.087
22589,Env_73,Task_52,False,,,72.986
22589,Env_36,Task_6,True,10,468,0.465
54321,Env_59,Task_79,True,10,97,8.961
78901,Env_61,Task_87,True,10,165,0.119
61987,Env_87,Task_59,True,10,174,2789.321
74321,Env_8,Task_58,False,,,152.891
74321,Env_18,Task_3,True,10,280,1.154
67890,Env_89,Task_99,True,23,95,213.372
67890,Env_89,Task_96,True,10,59,1.076
67890,Env_89,Task_12,True,10,174,0.191
78901,Env_61,Task_16,False,,,99.222
78901,Env_61,Task_44,True,10,172,0.565
37012,Env_82,Task_57,False,,,231.601
78901,Env_17,Task_67,True,10,146,0.992
37012,Env_38,Task_81,True,10,254,12.7
37012,Env_38,Task_74,True,10,303,0.597
37012,Env_33,Task_92,True,10,178,0.123
22589,Env_82,Task_17,False,,,610.503
74321,Env_39,Task_94,True,23,218,35.637
74321,Env_69,Task_96,True,10,153,0.251
74321,Env_34,Task_50,True,10,219,1.208
74321,Env_58,Task_73,True,10,103,3.978
74321,Env_64,Task_90,True,10,159,1.156
74321,Env_87,Task_91,True,2021,408,696.029
74321,Env_42,Task_5,False,,,255.42
78901,Env_5,Task_73,True,10,169,5.624
78901,Env_74,Task_91,True,10,186,113.041
37012,Env_33,Task_1,True,1213,210,115.228
74321,Env_98,Task_12,False,,,71.869
22589,Env_36,Task_27,False,,,240.455
61987,Env_92,Task_88,False,,,739.656
61987,Env_98,Task_97,False,,,272.755
61987,Env_92,Task_79,True,23,160,11.469
78901,Env_13,Task_70,True,10,267,0.463
78901,Env_79,Task_24,False,,,123.679
22589,Env_29,Task_88,True,10,206,112.158
78901,Env_43,Task_42,True,10,304,1.105
78901,Env_55,Task_95,True,10,60,0.04
78901,Env_47,Task_92,False,,,150.806
78901,Env_73,Task_44,True,10,172,0.558
74321,Env_20,Task_84,False,,,1609.572
74321,Env_67,Task_85,True,10,174,0.971
74321,Env_5,Task_77,True,10,251,0.991
78901,Env_36,Task_46,True,32,88,36.969
22589,Env_33,Task_47,False,,,307.357
22589,Env_33,Task_62,True,10,161,1.663
78901,Env_36,Task_48,False,,,49.981
22589,Env_65,Task_46,True,10,301,37.315
22589,Env_65,Task_8,True,10,267,0.478
22589,Env_9,Task_26,True,10,340,3.901
54321,Env_92,Task_70,True,10,760,1150.892
37012,Env_65,Task_60,False,,,290.022
78901,Env_90,Task_85,True,10,252,0.369
54321,Env_19,Task_91,True,10,58,4.562
54321,Env_19,Task_90,True,10,557,0.736
74321,Env_91,Task_6,True,23,110,401.958
74321,Env_91,Task_7,True,10,49,0.227
74321,Env_91,Task_72,True,10,140,0.104
74321,Env_41,Task_26,True,10,69,21.468
74321,Env_41,Task_76,True,10,57,0.033
78901,Env_71,Task_38,False,,,211.149
78901,Env_71,Task_71,True,789,181,29.714
78901,Env_68,Task_39,True,10,191,14.027
78901,Env_59,Task_36,True,10,274,0.276
78901,Env_94,Task_91,True,10,186,110.701
78901,Env_59,Task_76,True,10,182,26.784
78901,Env_63,Task_63,False,,,164.778
22589,Env_26,Task_55,True,71203,152,805.939
54321,Env_32,Task_30,False,,,141.212
78901,Env_79,Task_14,True,1617,233,350.68
54321,Env_42,Task_23,False,,,47.745
78901,Env_14,Task_17,True,10,701,9.787
61987,Env_98,Task_66,False,,,409.952
78901,Env_15,Task_3,False,,,118.756
74321,Env_5,Task_49,False,,,404.372
78901,Env_60,Task_48,False,,,50.297
78901,Env_35,Task_77,True,10,196,0.995
78901,Env_92,Task_63,False,,,164.925
22589,Env_26,Task_28,True,71203,232,168.918
22589,Env_45,Task_59,True,10,183,3.949
22589,Env_61,Task_60,True,10,85,0.371
78901,Env_14,Task_3,False,,,123.124
78901,Env_76,Task_55,False,,,167.199
78901,Env_14,Task_90,True,10,143,2.709
74321,Env_79,Task_60,True,10,219,81.935
74321,Env_79,Task_56,True,10,180,0.634
74321,Env_76,Task_15,True,10,156,6.068
74321,Env_76,Task_92,True,10,150,0.107
