Environment,Task,Seed,Bin,Test Cases,Collisions
Env_3,Task_10471,Unknown,5,43001,0
Env_3,Task_15365,Unknown,5,43001,86
Env_3,Task_342,Unknown,5,43001,8
Env_3,Task_2914,Unknown,5,43001,4
Env_3,Task_3161,Unknown,5,43001,4
Env_3,Task_8791,Unknown,5,43001,12
Env_3,Task_3118,Unknown,5,43001,62
Env_3,Task_12305,Unknown,5,43001,0
Env_3,Task_552,Unknown,5,43001,0
Env_3,Task_15448,Unknown,5,43001,10
Env_3,Task_11813,Unknown,5,43001,36
Env_3,Task_13317,Unknown,5,43001,0
Env_3,Task_14936,Unknown,5,43001,0
Env_3,Task_4194,Unknown,5,43001,0
Env_3,Task_3956,Unknown,5,43001,0
Env_3,Task_4090,Unknown,5,43001,4
Env_3,Task_3922,Unknown,5,43001,0
Env_3,Task_2225,Unknown,5,43001,0
Env_3,Task_2470,Unknown,5,43001,0
Env_3,Task_10378,Unknown,5,43001,0
Env_3,Task_5031,Unknown,5,43001,8
Env_3,Task_3187,Unknown,5,43001,50
Env_3,Task_140,Unknown,5,43001,0
Env_3,Task_971,Unknown,5,43001,0
Env_3,Task_10723,Unknown,5,43001,0
Env_3,Task_5638,Unknown,5,43001,0
Env_3,Task_13122,Unknown,5,43001,0
Env_3,Task_11853,Unknown,5,43001,0
Env_3,Task_8731,Unknown,5,43001,0
Env_3,Task_9238,Unknown,5,43001,0
Env_3,Task_10451,Unknown,5,43001,0
Env_3,Task_11135,Unknown,5,43001,0
Env_3,Task_7061,Unknown,5,43001,0
Env_3,Task_14002,Unknown,5,43001,0
Env_3,Task_9801,Unknown,5,43001,0
Env_3,Task_577,Unknown,5,43001,20
Env_3,Task_7707,Unknown,5,43001,0
Env_3,Task_12412,Unknown,5,43001,64
Env_3,Task_12446,Unknown,5,43001,0
Env_3,Task_11549,Unknown,5,43001,0
Env_3,Task_15276,Unknown,5,43001,8
Env_3,Task_11353,Unknown,5,43001,0
Env_3,Task_63,Unknown,5,43001,0
Env_3,Task_11780,Unknown,5,43001,0
Env_3,Task_2039,Unknown,5,43001,0
Env_3,Task_8990,Unknown,5,43001,0
Env_3,Task_9215,Unknown,5,43001,0
Env_3,Task_4495,Unknown,5,43001,0
Env_3,Task_4476,Unknown,5,43001,0
Env_3,Task_14193,Unknown,5,43001,46
Env_3,Task_9361,Unknown,5,43001,0
Env_3,Task_14144,Unknown,5,43001,0
Env_3,Task_13880,Unknown,5,43001,0
Env_3,Task_856,Unknown,5,43001,14
Env_3,Task_737,Unknown,5,43001,0
Env_3,Task_4858,Unknown,5,43001,0
Env_3,Task_1238,Unknown,5,43001,54
Env_3,Task_5969,Unknown,5,43001,0
Env_3,Task_12268,Unknown,5,43001,8
Env_3,Task_9782,Unknown,5,43001,4
Env_3,Task_15522,Unknown,5,43001,0
Env_3,Task_3434,Unknown,5,43001,0
Env_3,Task_7181,Unknown,5,43001,0
Env_3,Task_1302,Unknown,5,43001,0
Env_3,Task_12538,Unknown,5,43001,0
Env_3,Task_1392,Unknown,5,43001,4
Env_3,Task_6218,Unknown,5,43001,0
Env_3,Task_1662,Unknown,5,43001,0
Env_3,Task_6851,Unknown,5,43001,72
Env_3,Task_787,Unknown,5,43001,0
Env_3,Task_12437,Unknown,5,43001,0
Env_3,Task_7466,Unknown,5,43001,0
Env_3,Task_9623,Unknown,5,43001,0
Env_3,Task_1656,Unknown,5,43001,0
Env_3,Task_80,Unknown,5,43001,10
Env_3,Task_6288,Unknown,5,43001,0
Env_3,Task_10248,Unknown,5,43001,0
Env_3,Task_5953,Unknown,5,43001,0
Env_3,Task_10515,Unknown,5,43001,0
Env_3,Task_1430,Unknown,5,43001,0
Env_3,Task_6359,Unknown,5,43001,2
Env_3,Task_10491,Unknown,5,43001,24
Env_3,Task_3255,Unknown,5,43001,146
Env_3,Task_4385,Unknown,5,43001,0
Env_3,Task_2683,Unknown,5,43001,0
Env_3,Task_6995,Unknown,5,43001,0
Env_3,Task_986,Unknown,5,43001,0
Env_3,Task_6753,Unknown,5,43001,0
Env_3,Task_12906,Unknown,5,43001,0
Env_3,Task_3958,Unknown,5,43001,0
Env_3,Task_11193,Unknown,5,43001,10
Env_3,Task_9592,Unknown,5,43001,4
Env_3,Task_2190,Unknown,5,43001,0
Env_3,Task_277,Unknown,5,43001,0
Env_3,Task_13313,Unknown,5,43001,0
Env_3,Task_4622,Unknown,5,43001,0
Env_3,Task_15336,Unknown,5,43001,0
Env_3,Task_7403,Unknown,5,43001,0
Env_3,Task_1422,Unknown,5,43001,0
Env_3,Task_11438,Unknown,5,43001,0
Env_3,Task_1206,Unknown,5,43001,52
Env_3,Task_13034,Unknown,5,43001,0
Env_3,Task_14626,Unknown,5,43001,42
Env_3,Task_9821,Unknown,5,43001,0
Env_3,Task_10854,Unknown,5,43001,0
Env_3,Task_11735,Unknown,5,43001,0
Env_3,Task_6813,Unknown,5,43001,0
Env_3,Task_11827,Unknown,5,43001,0
Env_3,Task_2617,Unknown,5,43001,0
Env_3,Task_7176,Unknown,5,43001,0
Env_3,Task_9487,Unknown,5,43001,0
Env_3,Task_4517,Unknown,5,43001,0
Env_3,Task_10883,Unknown,5,43001,20
Env_3,Task_5802,Unknown,5,43001,0
Env_3,Task_6772,Unknown,5,43001,0
Env_3,Task_882,Unknown,5,43001,4
Env_3,Task_15006,Unknown,5,43001,0
Env_3,Task_2565,Unknown,5,43001,4
Env_3,Task_8724,Unknown,5,43001,0
Env_3,Task_5661,Unknown,5,43001,0
Env_3,Task_3276,Unknown,5,43001,0
Env_3,Task_7507,Unknown,5,43001,0
Env_3,Task_3010,Unknown,5,43001,0
Env_3,Task_13124,Unknown,5,43001,0
Env_3,Task_2178,Unknown,5,43001,44
Env_3,Task_14437,Unknown,5,43001,0
Env_3,Task_5933,Unknown,5,43001,0
Env_3,Task_428,Unknown,5,43001,8
Env_3,Task_6562,Unknown,5,43001,0
Env_3,Task_815,Unknown,5,43001,0
Env_3,Task_15495,Unknown,5,43001,0
Env_3,Task_11039,Unknown,5,43001,0
Env_3,Task_2956,Unknown,5,43001,0
Env_3,Task_11440,Unknown,5,43001,4
Env_3,Task_7404,Unknown,5,43001,86
Env_3,Task_5451,Unknown,5,43001,0
Env_3,Task_15429,Unknown,5,43001,0
Env_3,Task_7908,Unknown,5,43001,0
Env_3,Task_401,Unknown,5,43001,0
Env_3,Task_12482,Unknown,5,43001,0
Env_3,Task_4324,Unknown,5,43001,0
Env_3,Task_8044,Unknown,5,43001,8
Env_3,Task_9698,Unknown,5,43001,0
Env_3,Task_12119,Unknown,5,43001,0
Env_3,Task_4128,Unknown,5,43001,8
Env_3,Task_12105,Unknown,5,43001,0
Env_3,Task_5150,Unknown,5,43001,20
Env_3,Task_12868,Unknown,5,43001,0
Env_3,Task_10821,Unknown,5,43001,4
Env_3,Task_13660,Unknown,5,43001,0
Env_3,Task_9189,Unknown,5,43001,0
Env_3,Task_7296,Unknown,5,43001,0
Env_3,Task_10642,Unknown,5,43001,0
Env_3,Task_13877,Unknown,5,43001,32
Env_3,Task_12439,Unknown,5,43001,0
Env_3,Task_2160,Unknown,5,43001,0
Env_3,Task_6267,Unknown,5,43001,0
Env_3,Task_10463,Unknown,5,43001,4
Env_3,Task_14625,Unknown,5,43001,0
Env_3,Task_15439,Unknown,5,43001,0
Env_3,Task_10388,Unknown,5,43001,0
Env_3,Task_629,Unknown,5,43001,0
Env_3,Task_7903,Unknown,5,43001,0
Env_3,Task_4196,Unknown,5,43001,4
Env_3,Task_1253,Unknown,5,43001,0
Env_3,Task_4230,Unknown,5,43001,0
Env_3,Task_14334,Unknown,5,43001,0
Env_3,Task_14777,Unknown,5,43001,0
Env_3,Task_2217,Unknown,5,43001,0
Env_3,Task_2369,Unknown,5,43001,0
Env_3,Task_1774,Unknown,5,43001,8
Env_3,Task_7960,Unknown,5,43001,0
Env_3,Task_12172,Unknown,5,43001,8
Env_3,Task_10680,Unknown,5,43001,0
Env_3,Task_12108,Unknown,5,43001,0
Env_3,Task_6862,Unknown,5,43001,72
Env_3,Task_7637,Unknown,5,43001,0
Env_3,Task_10261,Unknown,5,43001,0
Env_3,Task_12416,Unknown,5,43001,0
Env_3,Task_1694,Unknown,5,43001,4
Env_3,Task_2137,Unknown,5,43001,0
Env_3,Task_596,Unknown,5,43001,12
Env_3,Task_3329,Unknown,5,43001,24
Env_3,Task_7161,Unknown,5,43001,0
Env_3,Task_12560,Unknown,5,43001,0
Env_3,Task_9662,Unknown,5,43001,0
Env_3,Task_832,Unknown,5,43001,8
Env_3,Task_11666,Unknown,5,43001,22
Env_3,Task_8869,Unknown,5,43001,26
Env_3,Task_8312,Unknown,5,43001,6
Env_3,Task_4626,Unknown,5,43001,0
Env_3,Task_6538,Unknown,5,43001,0
Env_3,Task_5643,Unknown,5,43001,0
Env_3,Task_10937,Unknown,5,43001,0
Env_3,Task_5269,Unknown,5,43001,10
Env_3,Task_5301,Unknown,5,43001,12
Env_3,Task_374,Unknown,5,43001,0
Env_3,Task_14558,Unknown,5,43001,2
Env_3,Task_10559,Unknown,5,43001,8
Env_3,Task_1347,Unknown,5,43001,0
Env_3,Task_15567,Unknown,5,43001,116
Env_3,Task_12544,Unknown,5,43001,32
Env_3,Task_336,Unknown,5,43001,0
Env_3,Task_12216,Unknown,5,43001,0
Env_3,Task_11332,Unknown,5,43001,0
Env_3,Task_14407,Unknown,5,43001,0
Env_3,Task_3607,Unknown,5,43001,0
Env_3,Task_5156,Unknown,5,43001,22
Env_3,Task_15253,Unknown,5,43001,4
Env_3,Task_4852,Unknown,5,43001,0
Env_3,Task_1936,Unknown,5,43001,0
Env_3,Task_15121,Unknown,5,43001,0
Env_3,Task_4369,Unknown,5,43001,0
Env_3,Task_6268,Unknown,5,43001,24
Env_3,Task_10210,Unknown,5,43001,0
Env_3,Task_15479,Unknown,5,43001,0
Env_3,Task_12080,Unknown,5,43001,0
Env_3,Task_2608,Unknown,5,43001,14
Env_3,Task_9715,Unknown,5,43001,0
Env_3,Task_14455,Unknown,5,43001,18
Env_3,Task_8132,Unknown,5,43001,0
Env_3,Task_10789,Unknown,5,43001,0
Env_3,Task_12232,Unknown,5,43001,0
Env_3,Task_14929,Unknown,5,43001,0
Env_3,Task_7564,Unknown,5,43001,0
Env_3,Task_9368,Unknown,5,43001,4
Env_3,Task_9,Unknown,5,43001,8
Env_3,Task_9177,Unknown,5,43001,0
Env_3,Task_14716,Unknown,5,43001,0
Env_3,Task_12456,Unknown,5,43001,8
Env_3,Task_5812,Unknown,5,43001,82
Env_3,Task_13242,Unknown,5,43001,0
Env_3,Task_6325,Unknown,5,43001,0
Env_3,Task_3795,Unknown,5,43001,0
Env_3,Task_14456,Unknown,5,43001,0
Env_3,Task_7124,Unknown,5,43001,4
Env_3,Task_4526,Unknown,5,43001,16
Env_3,Task_14909,Unknown,5,43001,0
Env_3,Task_15389,Unknown,5,43001,0
Env_3,Task_6527,Unknown,5,43001,0
Env_3,Task_11518,Unknown,5,43001,4
Env_3,Task_12196,Unknown,5,43001,0
Env_3,Task_1205,Unknown,5,43001,0
Env_3,Task_14158,Unknown,5,43001,0
Env_3,Task_8653,Unknown,5,43001,0
Env_3,Task_15320,Unknown,5,43001,0
Env_3,Task_8556,Unknown,5,43001,8
Env_3,Task_15118,Unknown,5,43001,0
Env_3,Task_9799,Unknown,5,43001,4
Env_3,Task_15525,Unknown,5,43001,0
Env_3,Task_12050,Unknown,5,43001,0
Env_3,Task_13931,Unknown,5,43001,2
Env_3,Task_7409,Unknown,5,43001,6
Env_3,Task_3486,Unknown,5,43001,12
Env_3,Task_330,Unknown,5,43001,0
Env_3,Task_6887,Unknown,5,43001,16
Env_3,Task_6018,Unknown,5,43001,2
Env_3,Task_1808,Unknown,5,43001,0
Env_3,Task_13710,Unknown,5,43001,0
Env_3,Task_4845,Unknown,5,43001,10
Env_3,Task_10016,Unknown,5,43001,0
Env_3,Task_14883,Unknown,5,43001,16
Env_3,Task_5994,Unknown,5,43001,0
Env_3,Task_5208,Unknown,5,43001,0
Env_3,Task_6853,Unknown,5,43001,0
Env_3,Task_13310,Unknown,5,43001,0
Env_3,Task_12984,Unknown,5,43001,0
Env_3,Task_9465,Unknown,5,43001,22
Env_3,Task_13255,Unknown,5,43001,0
Env_3,Task_3339,Unknown,5,43001,12
Env_3,Task_3552,Unknown,5,43001,0
Env_3,Task_6163,Unknown,5,43001,0
Env_3,Task_1451,Unknown,5,43001,4
Env_3,Task_9158,Unknown,5,43001,0
Env_3,Task_14494,Unknown,5,43001,14
Env_3,Task_3928,Unknown,5,43001,0
Env_3,Task_2375,Unknown,5,43001,0
Env_3,Task_14427,Unknown,5,43001,22
Env_3,Task_4031,Unknown,5,43001,4
Env_3,Task_5870,Unknown,5,43001,0
Env_3,Task_4353,Unknown,5,43001,0
Env_3,Task_5133,Unknown,5,43001,4
Env_3,Task_8803,Unknown,5,43001,0
Env_3,Task_8926,Unknown,5,43001,0
Env_3,Task_11850,Unknown,5,43001,0
Env_3,Task_2395,Unknown,5,43001,0
Env_3,Task_3483,Unknown,5,43001,0
Env_3,Task_1782,Unknown,5,43001,0
Env_3,Task_8911,Unknown,5,43001,0
Env_3,Task_8480,Unknown,5,43001,4
Env_3,Task_7591,Unknown,5,43001,0
Env_3,Task_7423,Unknown,5,43001,0
Env_3,Task_7808,Unknown,5,43001,0
Env_3,Task_10424,Unknown,5,43001,0
Env_3,Task_6186,Unknown,5,43001,4
Env_3,Task_12996,Unknown,5,43001,0
Env_3,Task_7915,Unknown,5,43001,0
Env_3,Task_13033,Unknown,5,43001,0
Env_3,Task_3240,Unknown,5,43001,0
Env_3,Task_11011,Unknown,5,43001,0
Env_3,Task_375,Unknown,5,43001,0
Env_3,Task_13617,Unknown,5,43001,4
Env_3,Task_1981,Unknown,5,43001,16
Env_3,Task_6388,Unknown,5,43001,0
Env_3,Task_11208,Unknown,5,43001,30
Env_3,Task_1605,Unknown,5,43001,0
Env_3,Task_15388,Unknown,5,43001,0
Env_3,Task_7702,Unknown,5,43001,0
Env_3,Task_757,Unknown,5,43001,0
Env_3,Task_5904,Unknown,5,43001,0
Env_3,Task_132,Unknown,5,43001,0
Env_3,Task_8165,Unknown,5,43001,4
Env_3,Task_9119,Unknown,5,43001,70
Env_3,Task_10607,Unknown,5,43001,0
Env_3,Task_10501,Unknown,5,43001,4
Env_3,Task_14254,Unknown,5,43001,0
Env_3,Task_271,Unknown,5,43001,0
Env_3,Task_14713,Unknown,5,43001,0
Env_3,Task_5871,Unknown,5,43001,8
Env_3,Task_2781,Unknown,5,43001,0
Env_3,Task_5229,Unknown,5,43001,0
Env_3,Task_11988,Unknown,5,43001,0
Env_3,Task_9710,Unknown,5,43001,38
Env_3,Task_5542,Unknown,5,43001,0
Env_3,Task_10990,Unknown,5,43001,4
Env_3,Task_8004,Unknown,5,43001,10
Env_3,Task_8664,Unknown,5,43001,0
Env_3,Task_13056,Unknown,5,43001,0
Env_3,Task_13392,Unknown,5,43001,4
Env_3,Task_14126,Unknown,5,43001,0
Env_3,Task_6785,Unknown,5,43001,20
Env_3,Task_1537,Unknown,5,43001,0
Env_3,Task_10287,Unknown,5,43001,0
Env_3,Task_3926,Unknown,5,43001,0
Env_3,Task_8593,Unknown,5,43001,30
Env_3,Task_12421,Unknown,5,43001,0
Env_3,Task_2274,Unknown,5,43001,0
Env_3,Task_13623,Unknown,5,43001,0
Env_3,Task_15238,Unknown,5,43001,0
Env_3,Task_9777,Unknown,5,43001,0
Env_3,Task_6714,Unknown,5,43001,0
Env_3,Task_2783,Unknown,5,43001,0
Env_3,Task_14231,Unknown,5,43001,0
Env_3,Task_15075,Unknown,5,43001,0
Env_3,Task_5842,Unknown,5,43001,0
Env_3,Task_933,Unknown,5,43001,0
Env_3,Task_12794,Unknown,5,43001,4
Env_3,Task_15246,Unknown,5,43001,26
Env_3,Task_1464,Unknown,5,43001,16
Env_3,Task_4433,Unknown,5,43001,4
Env_3,Task_15288,Unknown,5,43001,146
Env_3,Task_4643,Unknown,5,43001,0
Env_3,Task_14923,Unknown,5,43001,4
Env_3,Task_1030,Unknown,5,43001,0
Env_3,Task_2021,Unknown,5,43001,0
Env_3,Task_15291,Unknown,5,43001,0
Env_3,Task_11277,Unknown,5,43001,0
Env_3,Task_2521,Unknown,5,43001,0
Env_3,Task_3245,Unknown,5,43001,16
Env_3,Task_12957,Unknown,5,43001,0
Env_3,Task_4874,Unknown,5,43001,0
Env_3,Task_5519,Unknown,5,43001,2
Env_3,Task_6364,Unknown,5,43001,0
Env_3,Task_1837,Unknown,5,43001,82
Env_3,Task_3495,Unknown,5,43001,0
Env_3,Task_10014,Unknown,5,43001,4
Env_3,Task_10485,Unknown,5,43001,0
Env_3,Task_5544,Unknown,5,43001,0
Env_3,Task_3322,Unknown,5,43001,0
Env_3,Task_10991,Unknown,5,43001,50
Env_3,Task_3078,Unknown,5,43001,0
Env_3,Task_15245,Unknown,5,43001,4
Env_3,Task_165,Unknown,5,43001,2
Env_3,Task_1486,Unknown,5,43001,0
Env_3,Task_3832,Unknown,5,43001,0
Env_3,Task_3624,Unknown,5,43001,0
Env_3,Task_4732,Unknown,5,43001,0
Env_3,Task_10280,Unknown,5,43001,18
Env_3,Task_4480,Unknown,5,43001,0
Env_3,Task_9556,Unknown,5,43001,0
Env_3,Task_1934,Unknown,5,43001,0
Env_3,Task_11698,Unknown,5,43001,0
Env_3,Task_3700,Unknown,5,43001,0
Env_3,Task_10674,Unknown,5,43001,0
Env_3,Task_5128,Unknown,5,43001,12
Env_3,Task_8248,Unknown,5,43001,8
Env_3,Task_2539,Unknown,5,43001,0
Env_3,Task_14884,Unknown,5,43001,0
Env_3,Task_4323,Unknown,5,43001,4
Env_3,Task_11450,Unknown,5,43001,0
Env_3,Task_14686,Unknown,5,43001,8
Env_3,Task_10301,Unknown,5,43001,8
Env_3,Task_3177,Unknown,5,43001,12
Env_3,Task_12683,Unknown,5,43001,2
Env_3,Task_14024,Unknown,5,43001,0
Env_3,Task_7167,Unknown,5,43001,0
Env_3,Task_8081,Unknown,5,43001,0
Env_3,Task_9849,Unknown,5,43001,0
Env_3,Task_14394,Unknown,5,43001,0
Env_3,Task_4603,Unknown,5,43001,0
Env_3,Task_7282,Unknown,5,43001,0
Env_3,Task_9975,Unknown,5,43001,0
Env_3,Task_4542,Unknown,5,43001,0
Env_3,Task_5879,Unknown,5,43001,0
Env_3,Task_14977,Unknown,5,43001,0
Env_3,Task_6918,Unknown,5,43001,0
Env_3,Task_12681,Unknown,5,43001,4
Env_3,Task_2839,Unknown,5,43001,0
Env_3,Task_3316,Unknown,5,43001,0
Env_3,Task_12213,Unknown,5,43001,0
Env_3,Task_1680,Unknown,5,43001,0
Env_3,Task_12798,Unknown,5,43001,0
Env_3,Task_2138,Unknown,5,43001,0
Env_3,Task_14995,Unknown,5,43001,0
Env_3,Task_2088,Unknown,5,43001,0
Env_3,Task_10624,Unknown,5,43001,0
Env_3,Task_7718,Unknown,5,43001,0
Env_3,Task_5009,Unknown,5,43001,2
Env_3,Task_2551,Unknown,5,43001,0
Env_3,Task_13328,Unknown,5,43001,40
Env_3,Task_7540,Unknown,5,43001,2
Env_3,Task_6011,Unknown,5,43001,0
Env_3,Task_5898,Unknown,5,43001,0
Env_3,Task_2265,Unknown,5,43001,0
Env_3,Task_13010,Unknown,5,43001,0
Env_3,Task_3639,Unknown,5,43001,0
Env_3,Task_5496,Unknown,5,43001,2
Env_3,Task_2866,Unknown,5,43001,4
Env_3,Task_5913,Unknown,5,43001,82
Env_3,Task_8666,Unknown,5,43001,72
Env_3,Task_11355,Unknown,5,43001,126
Env_3,Task_8894,Unknown,5,43001,0
Env_3,Task_12064,Unknown,5,43001,0
Env_3,Task_7442,Unknown,5,43001,0
Env_3,Task_14899,Unknown,5,43001,4
Env_3,Task_2819,Unknown,5,43001,8
Env_3,Task_1396,Unknown,5,43001,0
Env_3,Task_12073,Unknown,5,43001,0
Env_3,Task_8713,Unknown,5,43001,4
